id,obj,area,area%
"1",HSeu,19090162.5244531,0.243223501478319
"1",PZha,14097897.0911548,0.179618161427356
"1",PZha,22243498.2312786,0.283399448171716
"1",CMeu,3020535.93129295,0.0384839743825698
"2",HSeu,29615273.8771942,0.37732159694418
"2",PZha,6850217.07708232,0.0872770874129725
"2",PZha,14425549.5484576,0.183792708282633
"2",CMeu,24975290.0097334,0.318204597725282
"2",HSeu,1576981.74047026,0.0200919725116662
"3",ARha,2259841.22525367,0.0287921328530963
"3",HSeu,25435756.9959141,0.324071304860467
"3",CMeu,49665693.3108519,0.632779517457766
"3",HSeu,1126857.87962227,0.0143570448286697
"4",ARha,4902069.11489492,0.0624561688820734
"4",CMeu,8492217.65210216,0.108197450389148
"4",HSeu,35619957.0057721,0.45382592496809
"4",CMeu,29473905.6388729,0.37552045576069
"5",CMeu,38836940.9344171,0.494812799455003
"5",HSeu,402548.189433273,0.00512877666820825
"5",ARha,6378324.73514829,0.0812648123692697
"6",HSeu,20893971.0271357,0.266205423159545
"6",ARha,11502998.9722747,0.146557143447804
"6",3 3 33 3,36882461.079649,0.469911207693455
"6",PZha,1026798.96445581,0.0130822165148859
"7",HSeu,50165866.2612289,0.639152109423895
"7",PZha,294626.300161497,0.00375376795567301
"7",ARha,5339727.99022965,0.0680322829657342
"7",ARha,1660083.30260107,0.021150750973813
"7",3 3 33 3,21027845.557421,0.267911088680886
"8",HSeu,4353614.0075357,0.0554684247261655
"8",ARha,74134535.4041063,0.944531575273834
"9",CMeu,54730913.5940249,0.697314358973875
"9",ARha,8937063.7517384,0.113865135294078
"9",ARha,14820172.0658788,0.188820505732049
"10",CMeu,49034970.5138479,0.624743619023009
"10",ARha,21404530.6573952,0.272710349496663
"10",PZha,8048648.24039903,0.102546031480329
"11",CMeu,31833800.1091555,0.405587344685612
"11",CMeu,14164744.6818997,0.180469851666533
"11",HSeu,27654974.7547621,0.352345863191674
"11",PZle,4834629.86582473,0.0615969404561807
"12",HSeu,47931.7766138159,0.000610688071678579
"12",CMeu,71211070.5893059,0.907284362328758
"12",PZle,7229147.04572245,0.0921049495995655
"13",HSeu,5040423.37351064,0.0642189096225908
"13",CMeu,46757134.1818499,0.595722214529809
"13",HSeu,757492.076100012,0.00965103753596278
"14",ARha,11748675.1188293,0.149687248417741
"15",PZha,1067011.49679866,0.0135945554175647
"15",CMeu,13802934.8794147,0.175860113697207
"15",3 3 33 3,7057206.14468059,0.089914288941482
"15",ARha,13029815.6545756,0.166009974145764
"15",HSeu,19579932.057986,0.249463545831566
"16",HSeu,4401833.55228021,0.0560827791873927
"16",CMeu,41142295.8648077,0.524184812270591
"16",3 3 33 3,11464986.4877668,0.146072834863733
"16",HSeu,6309332.73952622,0.080385800745996
"16",PZle,15169700.7672611,0.193273772932287
"17",HSeu,18823609.4743801,0.239827408538543
"17",CMeu,48490279.5093736,0.617803832462142
"17",PZle,11174260.4278883,0.142368758999316
"18",HSeu,19734393.1188887,0.2514314997464
"18",CMeu,49277475.189092,0.627833316984573
"18",PZle,9476281.10366147,0.120735183269028
"19",HSeu,15318901.6782286,0.195174708450399
"19",CMeu,53989675.0910538,0.68787040458678
"19",ARha,6385847.35332828,0.081360656369114
"19",PZha,2793725.28903129,0.0355942305937067
"20",CMeu,1526303.2658025,0.0194462893729038
"20",HSeu,3025385.63044169,0.0385457633173976
"20",PZha,54776623.5282414,0.697896739047289
"20",CMeu,19159836.9871565,0.24411120826241
"21",HSeu,7982697.53040317,0.101705768198672
"21",PZha,5323218.0146226,0.0678219330500996
"21",CMeu,63385535.5116555,0.807580965875769
"21",CMeu,1796698.35496092,0.0228913328754624
"22",HSeu,31315138.4715737,0.398979192480856
"22",CMeu,44192678.474075,0.563049056518079
"22",CMeu,2426896.32964983,0.0309205446661972
"22",CMeu,553436.136343448,0.00705120633486815
"23",CMeu,6568490.76537528,0.0836876753320544
"23",HSeu,19228983.500059,0.244992188555879
"23",PZle,20904573.8003032,0.266340510726865
