"";"adm1_code";"wikipedia";"name";"type";"region";"adm0_label";"admin";"gn_id";"region_sub";"wikidataid";"name_de";"name_pl";"fid";"FID_neu";"X";"Y"
"1";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";1;4001;680509,67;6075647,67
"2";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";2;4002;690509,67;6075647,67
"3";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";3;4003;700509,67;6075647,67
"4";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";4;4004;710509,67;6075647,67
"5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;4005;720509,67;6075647,67
"6";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";6;4006;650509,67;6065647,67
"7";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";7;4007;660509,67;6065647,67
"8";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";8;4008;670509,67;6065647,67
"9";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";9;4009;680509,67;6065647,67
"10";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";10;4010;690509,67;6065647,67
"11";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";11;4011;700509,67;6065647,67
"12";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";12;4012;710509,67;6065647,67
"13";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";13;4013;720509,67;6065647,67
"14";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";14;4014;740509,67;6065647,67
"15";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";15;4015;630509,67;6055647,67
"16";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";16;4016;640509,67;6055647,67
"17";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";17;4017;650509,67;6055647,67
"18";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";18;4018;660509,67;6055647,67
"19";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";19;4019;670509,67;6055647,67
"20";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";20;4020;680509,67;6055647,67
"21";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";21;4021;690509,67;6055647,67
"22";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";22;4022;700509,67;6055647,67
"23";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";23;4023;710509,67;6055647,67
"24";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";24;4024;720509,67;6055647,67
"25";"POL-3142";NA;"West Pomeranian";"Województwo";NA;2;"Poland";3337499;NA;"Q54188";"Woiwodschaft Westpommern";"województwo zachodniopomorskie";25;4025;600509,67;6045647,67
"26";"POL-3142";NA;"West Pomeranian";"Województwo";NA;2;"Poland";3337499;NA;"Q54188";"Woiwodschaft Westpommern";"województwo zachodniopomorskie";26;4026;610509,67;6045647,67
"27";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";27;4027;620509,67;6045647,67
"28";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";28;4028;630509,67;6045647,67
"29";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";29;4029;640509,67;6045647,67
"30";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";30;4030;650509,67;6045647,67
"31";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";31;4031;660509,67;6045647,67
"32";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";32;4032;670509,67;6045647,67
"33";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";33;4033;680509,67;6045647,67
"34";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";34;4034;690509,67;6045647,67
"35";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";35;4035;700509,67;6045647,67
"36";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";36;4036;710509,67;6045647,67
"37";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";37;4037;720509,67;6045647,67
"38";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";38;4038;730509,67;6045647,67
"39";"POL-3139";NA;"Warmian-Masurian";"Województwo";NA;2;"Poland";858791;NA;"Q54184";"Woiwodschaft Ermland-Masuren";"województwo warmińsko-mazurskie";39;4039;930509,67;6045647,67
"40";"POL-3139";NA;"Warmian-Masurian";"Województwo";NA;2;"Poland";858791;NA;"Q54184";"Woiwodschaft Ermland-Masuren";"województwo warmińsko-mazurskie";40;4040;940509,67;6045647,67
"41";"POL-3139";NA;"Warmian-Masurian";"Województwo";NA;2;"Poland";858791;NA;"Q54184";"Woiwodschaft Ermland-Masuren";"województwo warmińsko-mazurskie";41;4041;950509,67;6045647,67
"42";"POL-3139";NA;"Warmian-Masurian";"Województwo";NA;2;"Poland";858791;NA;"Q54184";"Woiwodschaft Ermland-Masuren";"województwo warmińsko-mazurskie";42;4042;960509,67;6045647,67
"43";"POL-3139";NA;"Warmian-Masurian";"Województwo";NA;2;"Poland";858791;NA;"Q54184";"Woiwodschaft Ermland-Masuren";"województwo warmińsko-mazurskie";43;4043;970509,67;6045647,67
"44";"POL-3139";NA;"Warmian-Masurian";"Województwo";NA;2;"Poland";858791;NA;"Q54184";"Woiwodschaft Ermland-Masuren";"województwo warmińsko-mazurskie";44;4044;980509,67;6045647,67
"45";"POL-3139";NA;"Warmian-Masurian";"Województwo";NA;2;"Poland";858791;NA;"Q54184";"Woiwodschaft Ermland-Masuren";"województwo warmińsko-mazurskie";45;4045;990509,67;6045647,67
"46";"POL-3139";NA;"Warmian-Masurian";"Województwo";NA;2;"Poland";858791;NA;"Q54184";"Woiwodschaft Ermland-Masuren";"województwo warmińsko-mazurskie";46;4046;1000509,67;6045647,67
"47";"POL-3142";NA;"West Pomeranian";"Województwo";NA;2;"Poland";3337499;NA;"Q54188";"Woiwodschaft Westpommern";"województwo zachodniopomorskie";47;4047;600509,67;6035647,67
"48";"POL-3142";NA;"West Pomeranian";"Województwo";NA;2;"Poland";3337499;NA;"Q54188";"Woiwodschaft Westpommern";"województwo zachodniopomorskie";48;4048;610509,67;6035647,67
"49";"POL-3142";NA;"West Pomeranian";"Województwo";NA;2;"Poland";3337499;NA;"Q54188";"Woiwodschaft Westpommern";"województwo zachodniopomorskie";49;4049;620509,67;6035647,67
"50";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";50;4050;630509,67;6035647,67
"51";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";51;4051;640509,67;6035647,67
"52";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";52;4052;650509,67;6035647,67
"53";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";53;4053;660509,67;6035647,67
"54";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";54;4054;670509,67;6035647,67
"55";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";55;4055;680509,67;6035647,67
"56";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";56;4056;690509,67;6035647,67
"57";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";57;4057;700509,67;6035647,67
"58";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";58;4058;710509,67;6035647,67
"59";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";59;4059;720509,67;6035647,67
"60";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";60;4060;730509,67;6035647,67
"61";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";61;4061;790509,67;6035647,67
"62";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";62;4062;800509,67;6035647,67
"63";"POL-3139";NA;"Warmian-Masurian";"Województwo";NA;2;"Poland";858791;NA;"Q54184";"Woiwodschaft Ermland-Masuren";"województwo warmińsko-mazurskie";63;4063;810509,67;6035647,67
"64";"POL-3139";NA;"Warmian-Masurian";"Województwo";NA;2;"Poland";858791;NA;"Q54184";"Woiwodschaft Ermland-Masuren";"województwo warmińsko-mazurskie";64;4064;820509,67;6035647,67
"65";"POL-3139";NA;"Warmian-Masurian";"Województwo";NA;2;"Poland";858791;NA;"Q54184";"Woiwodschaft Ermland-Masuren";"województwo warmińsko-mazurskie";65;4065;830509,67;6035647,67
"66";"POL-3139";NA;"Warmian-Masurian";"Województwo";NA;2;"Poland";858791;NA;"Q54184";"Woiwodschaft Ermland-Masuren";"województwo warmińsko-mazurskie";66;4066;840509,67;6035647,67
"67";"POL-3139";NA;"Warmian-Masurian";"Województwo";NA;2;"Poland";858791;NA;"Q54184";"Woiwodschaft Ermland-Masuren";"województwo warmińsko-mazurskie";67;4067;850509,67;6035647,67
"68";"POL-3139";NA;"Warmian-Masurian";"Województwo";NA;2;"Poland";858791;NA;"Q54184";"Woiwodschaft Ermland-Masuren";"województwo warmińsko-mazurskie";68;4068;860509,67;6035647,67
"69";"POL-3139";NA;"Warmian-Masurian";"Województwo";NA;2;"Poland";858791;NA;"Q54184";"Woiwodschaft Ermland-Masuren";"województwo warmińsko-mazurskie";69;4069;870509,67;6035647,67
"70";"POL-3139";NA;"Warmian-Masurian";"Województwo";NA;2;"Poland";858791;NA;"Q54184";"Woiwodschaft Ermland-Masuren";"województwo warmińsko-mazurskie";70;4070;880509,67;6035647,67
"71";"POL-3139";NA;"Warmian-Masurian";"Województwo";NA;2;"Poland";858791;NA;"Q54184";"Woiwodschaft Ermland-Masuren";"województwo warmińsko-mazurskie";71;4071;890509,67;6035647,67
"72";"POL-3139";NA;"Warmian-Masurian";"Województwo";NA;2;"Poland";858791;NA;"Q54184";"Woiwodschaft Ermland-Masuren";"województwo warmińsko-mazurskie";72;4072;900509,67;6035647,67
"73";"POL-3139";NA;"Warmian-Masurian";"Województwo";NA;2;"Poland";858791;NA;"Q54184";"Woiwodschaft Ermland-Masuren";"województwo warmińsko-mazurskie";73;4073;910509,67;6035647,67
"74";"POL-3139";NA;"Warmian-Masurian";"Województwo";NA;2;"Poland";858791;NA;"Q54184";"Woiwodschaft Ermland-Masuren";"województwo warmińsko-mazurskie";74;4074;920509,67;6035647,67
"75";"POL-3139";NA;"Warmian-Masurian";"Województwo";NA;2;"Poland";858791;NA;"Q54184";"Woiwodschaft Ermland-Masuren";"województwo warmińsko-mazurskie";75;4075;930509,67;6035647,67
"76";"POL-3139";NA;"Warmian-Masurian";"Województwo";NA;2;"Poland";858791;NA;"Q54184";"Woiwodschaft Ermland-Masuren";"województwo warmińsko-mazurskie";76;4076;940509,67;6035647,67
"77";"POL-3139";NA;"Warmian-Masurian";"Województwo";NA;2;"Poland";858791;NA;"Q54184";"Woiwodschaft Ermland-Masuren";"województwo warmińsko-mazurskie";77;4077;950509,67;6035647,67
"78";"POL-3139";NA;"Warmian-Masurian";"Województwo";NA;2;"Poland";858791;NA;"Q54184";"Woiwodschaft Ermland-Masuren";"województwo warmińsko-mazurskie";78;4078;960509,67;6035647,67
"79";"POL-3139";NA;"Warmian-Masurian";"Województwo";NA;2;"Poland";858791;NA;"Q54184";"Woiwodschaft Ermland-Masuren";"województwo warmińsko-mazurskie";79;4079;970509,67;6035647,67
"80";"POL-3139";NA;"Warmian-Masurian";"Województwo";NA;2;"Poland";858791;NA;"Q54184";"Woiwodschaft Ermland-Masuren";"województwo warmińsko-mazurskie";80;4080;980509,67;6035647,67
"81";"POL-3142";NA;"West Pomeranian";"Województwo";NA;2;"Poland";3337499;NA;"Q54188";"Woiwodschaft Westpommern";"województwo zachodniopomorskie";81;4081;590509,67;6025647,67
"82";"POL-3142";NA;"West Pomeranian";"Województwo";NA;2;"Poland";3337499;NA;"Q54188";"Woiwodschaft Westpommern";"województwo zachodniopomorskie";82;4082;600509,67;6025647,67
"83";"POL-3142";NA;"West Pomeranian";"Województwo";NA;2;"Poland";3337499;NA;"Q54188";"Woiwodschaft Westpommern";"województwo zachodniopomorskie";83;4083;610509,67;6025647,67
"84";"POL-3142";NA;"West Pomeranian";"Województwo";NA;2;"Poland";3337499;NA;"Q54188";"Woiwodschaft Westpommern";"województwo zachodniopomorskie";84;4084;620509,67;6025647,67
"85";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";85;4085;630509,67;6025647,67
"86";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";86;4086;640509,67;6025647,67
"87";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";87;4087;650509,67;6025647,67
"88";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";88;4088;660509,67;6025647,67
"89";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";89;4089;670509,67;6025647,67
"90";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";90;4090;680509,67;6025647,67
"91";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";91;4091;690509,67;6025647,67
"92";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";92;4092;700509,67;6025647,67
"93";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";93;4093;710509,67;6025647,67
"94";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";94;4094;720509,67;6025647,67
"95";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";95;4095;730509,67;6025647,67
"96";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";96;4096;740509,67;6025647,67
"97";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";97;4097;750509,67;6025647,67
"98";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";98;4098;760509,67;6025647,67
"99";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";99;4099;770509,67;6025647,67
"100";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";100;4100;780509,67;6025647,67
"101";"POL-3139";NA;"Warmian-Masurian";"Województwo";NA;2;"Poland";858791;NA;"Q54184";"Woiwodschaft Ermland-Masuren";"województwo warmińsko-mazurskie";101;4101;790509,67;6025647,67
"102";"POL-3139";NA;"Warmian-Masurian";"Województwo";NA;2;"Poland";858791;NA;"Q54184";"Woiwodschaft Ermland-Masuren";"województwo warmińsko-mazurskie";102;4102;800509,67;6025647,67
"103";"POL-3139";NA;"Warmian-Masurian";"Województwo";NA;2;"Poland";858791;NA;"Q54184";"Woiwodschaft Ermland-Masuren";"województwo warmińsko-mazurskie";103;4103;810509,67;6025647,67
"104";"POL-3139";NA;"Warmian-Masurian";"Województwo";NA;2;"Poland";858791;NA;"Q54184";"Woiwodschaft Ermland-Masuren";"województwo warmińsko-mazurskie";104;4104;820509,67;6025647,67
"105";"POL-3139";NA;"Warmian-Masurian";"Województwo";NA;2;"Poland";858791;NA;"Q54184";"Woiwodschaft Ermland-Masuren";"województwo warmińsko-mazurskie";105;4105;830509,67;6025647,67
"106";"POL-3139";NA;"Warmian-Masurian";"Województwo";NA;2;"Poland";858791;NA;"Q54184";"Woiwodschaft Ermland-Masuren";"województwo warmińsko-mazurskie";106;4106;840509,67;6025647,67
"107";"POL-3139";NA;"Warmian-Masurian";"Województwo";NA;2;"Poland";858791;NA;"Q54184";"Woiwodschaft Ermland-Masuren";"województwo warmińsko-mazurskie";107;4107;850509,67;6025647,67
"108";"POL-3139";NA;"Warmian-Masurian";"Województwo";NA;2;"Poland";858791;NA;"Q54184";"Woiwodschaft Ermland-Masuren";"województwo warmińsko-mazurskie";108;4108;860509,67;6025647,67
"109";"POL-3139";NA;"Warmian-Masurian";"Województwo";NA;2;"Poland";858791;NA;"Q54184";"Woiwodschaft Ermland-Masuren";"województwo warmińsko-mazurskie";109;4109;870509,67;6025647,67
"110";"POL-3139";NA;"Warmian-Masurian";"Województwo";NA;2;"Poland";858791;NA;"Q54184";"Woiwodschaft Ermland-Masuren";"województwo warmińsko-mazurskie";110;4110;880509,67;6025647,67
"111";"POL-3139";NA;"Warmian-Masurian";"Województwo";NA;2;"Poland";858791;NA;"Q54184";"Woiwodschaft Ermland-Masuren";"województwo warmińsko-mazurskie";111;4111;890509,67;6025647,67
"112";"POL-3139";NA;"Warmian-Masurian";"Województwo";NA;2;"Poland";858791;NA;"Q54184";"Woiwodschaft Ermland-Masuren";"województwo warmińsko-mazurskie";112;4112;900509,67;6025647,67
"113";"POL-3139";NA;"Warmian-Masurian";"Województwo";NA;2;"Poland";858791;NA;"Q54184";"Woiwodschaft Ermland-Masuren";"województwo warmińsko-mazurskie";113;4113;910509,67;6025647,67
"114";"POL-3139";NA;"Warmian-Masurian";"Województwo";NA;2;"Poland";858791;NA;"Q54184";"Woiwodschaft Ermland-Masuren";"województwo warmińsko-mazurskie";114;4114;920509,67;6025647,67
"115";"POL-3139";NA;"Warmian-Masurian";"Województwo";NA;2;"Poland";858791;NA;"Q54184";"Woiwodschaft Ermland-Masuren";"województwo warmińsko-mazurskie";115;4115;930509,67;6025647,67
"116";"POL-3139";NA;"Warmian-Masurian";"Województwo";NA;2;"Poland";858791;NA;"Q54184";"Woiwodschaft Ermland-Masuren";"województwo warmińsko-mazurskie";116;4116;940509,67;6025647,67
"117";"POL-3139";NA;"Warmian-Masurian";"Województwo";NA;2;"Poland";858791;NA;"Q54184";"Woiwodschaft Ermland-Masuren";"województwo warmińsko-mazurskie";117;4117;950509,67;6025647,67
"118";"POL-3139";NA;"Warmian-Masurian";"Województwo";NA;2;"Poland";858791;NA;"Q54184";"Woiwodschaft Ermland-Masuren";"województwo warmińsko-mazurskie";118;4118;960509,67;6025647,67
"119";"POL-3139";NA;"Warmian-Masurian";"Województwo";NA;2;"Poland";858791;NA;"Q54184";"Woiwodschaft Ermland-Masuren";"województwo warmińsko-mazurskie";119;4119;970509,67;6025647,67
"120";"POL-3139";NA;"Warmian-Masurian";"Województwo";NA;2;"Poland";858791;NA;"Q54184";"Woiwodschaft Ermland-Masuren";"województwo warmińsko-mazurskie";120;4120;980509,67;6025647,67
"121";"POL-3142";NA;"West Pomeranian";"Województwo";NA;2;"Poland";3337499;NA;"Q54188";"Woiwodschaft Westpommern";"województwo zachodniopomorskie";121;4121;580509,67;6015647,67
"122";"POL-3142";NA;"West Pomeranian";"Województwo";NA;2;"Poland";3337499;NA;"Q54188";"Woiwodschaft Westpommern";"województwo zachodniopomorskie";122;4122;590509,67;6015647,67
"123";"POL-3142";NA;"West Pomeranian";"Województwo";NA;2;"Poland";3337499;NA;"Q54188";"Woiwodschaft Westpommern";"województwo zachodniopomorskie";123;4123;600509,67;6015647,67
"124";"POL-3142";NA;"West Pomeranian";"Województwo";NA;2;"Poland";3337499;NA;"Q54188";"Woiwodschaft Westpommern";"województwo zachodniopomorskie";124;4124;610509,67;6015647,67
"125";"POL-3142";NA;"West Pomeranian";"Województwo";NA;2;"Poland";3337499;NA;"Q54188";"Woiwodschaft Westpommern";"województwo zachodniopomorskie";125;4125;620509,67;6015647,67
"126";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";126;4126;630509,67;6015647,67
"127";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";127;4127;640509,67;6015647,67
"128";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";128;4128;650509,67;6015647,67
"129";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";129;4129;660509,67;6015647,67
"130";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";130;4130;670509,67;6015647,67
"131";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";131;4131;680509,67;6015647,67
"132";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";132;4132;690509,67;6015647,67
"133";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";133;4133;700509,67;6015647,67
"134";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";134;4134;710509,67;6015647,67
"135";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";135;4135;720509,67;6015647,67
"136";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";136;4136;730509,67;6015647,67
"137";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";137;4137;740509,67;6015647,67
"138";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";138;4138;750509,67;6015647,67
"139";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";139;4139;760509,67;6015647,67
"140";"POL-3140";NA;"Pomeranian";"Województwo";NA;2;"Poland";3337496;NA;"Q54180";"Woiwodschaft Pommern";"województwo pomorskie";140;4140;770509,67;6015647,67
"141";"POL-3139";NA;"Warmian-Masurian";"Województwo";NA;2;"Poland";858791;NA;"Q54184";"Woiwodschaft Ermland-Masuren";"województwo warmińsko-mazurskie";141;4141;780509,67;6015647,67
"142";"POL-3139";NA;"Warmian-Masurian";"Województwo";NA;2;"Poland";858791;NA;"Q54184";"Woiwodschaft Ermland-Masuren";"województwo warmińsko-mazurskie";142;4142;790509,67;6015647,67
"143";"POL-3139";NA;"Warmian-Masurian";"Województwo";NA;2;"Poland";858791;NA;"Q54184";"Woiwodschaft Ermland-Masuren";"województwo warmińsko-mazurskie";143;4143;800509,67;6015647,67
"144";"POL-3139";NA;"Warmian-Masurian";"Województwo";NA;2;"Poland";858791;NA;"Q54184";"Woiwodschaft Ermland-Masuren";"województwo warmińsko-mazurskie";144;4144;810509,67;6015647,67
"145";"POL-3139";NA;"Warmian-Masurian";"Województwo";NA;2;"Poland";858791;NA;"Q54184";"Woiwodschaft Ermland-Masuren";"województwo warmińsko-mazurskie";145;4145;820509,67;6015647,67
"146";"POL-3139";NA;"Warmian-Masurian";"Województwo";NA;2;"Poland";858791;NA;"Q54184";"Woiwodschaft Ermland-Masuren";"województwo warmińsko-mazurskie";146;4146;830509,67;6015647,67
