FID,Kreis,Gemeinde,Fundstelle,Kultur,Entdeckung,Quelle,Bemerkung,Fundstellenart,Materialaufnahme,wgs84_X,wgs84_Y,arch. Publikation
32,Havelland,Stadt Rathenow,Steckelsdorf 12,FBG,Lesefunde,Denkmaldaten / BLDAM 2021,'Infos dankenswerterweise von Anja Sbrzesny, aus Wetzel/Beran 2023',unbek.,ja,'12,3','52,59',Wetzel/Beran 2023
33,Havelland,Friesack,Friesack 4,FBG,Ausgrabung,Denkmaldaten / BLDAM 2021,,Siedlung,ja,'12,54','52,75',Wetzel/Beran 2023
34,Havelland,Friesack,Friesack 4,Guhrau,Ausgrabung,Denkmaldaten / BLDAM 2021,,Siedlung,nein,'12,54','52,75',Wetzel/Beran 2023
36,Teltow-Fläming,Rohrbeck,Rohrbeck 14,SBK,Lesefunde,Denkmaldaten / BLDAM 2021,,unbek.,ja,'13,03','51,97',Eberhardt 2007
37,Teltow-Fläming,Jüterbog,Jüterbog 31,SBK,Lesefunde,Denkmaldaten / BLDAM 2021,,unbek.,ja,'13,05','51,99',Eberhardt 2007
38,Teltow-Fläming,Bochow,Bochow 2,Rössener Kultur,Ausgrabung,Denkmaldaten / BLDAM 2021,,unbek.,ja,'13,07','51,96',Eberhardt 2007
39,Teltow-Fläming,Bochow,Bochow 2,Guhrau,Lesefunde,Denkmaldaten / BLDAM 2021,,unbek.,ja,'13,07','51,96',Wetzel 2013
40,Teltow-Fläming,Bochow,Bochow 16,SBK,Ausgrabung,Denkmaldaten / BLDAM 2021,,'Siedlung, Kreisgrabenanlage',ja,'13,08','51,96',Meyer 2011
41,Teltow-Fläming,Bochow,Bochow 6/7,SBK,Lesefunde,Denkmaldaten / BLDAM 2021,,unbek.,ja,'13,09','51,96',Eberhardt 2007
43,Teltow-Fläming,Bochow,Bochow 7,Rössener Kultur,Lesefunde,Denkmaldaten / BLDAM 2021,,unbek.,ja,'13,08','51,96',Eberhardt 2007
44,Teltow-Fläming,Bochow,Bochow 15,SBK,Lesefunde,Denkmaldaten / BLDAM 2021,,unbek.,ja,'13,09','51,96',Eberhardt 2007
45,Teltow-Fläming,Bochow,Bochow 6,Rössener Kultur,Lesefunde,Denkmaldaten / BLDAM 2021,,unbek.,ja,'13,09','51,96',Eberhardt 2007
46,Teltow-Fläming,Bochow,Bochow 6,SBK,Lesefunde,Denkmaldaten / BLDAM 2021,,unbek.,ja,'13,09','51,96',Eberhardt 2007
47,Teltow-Fläming,Schiaß,Schiaß 1,SBK,Ausgrabung,Denkmaldaten / BLDAM 2021,einzelner SBK-Fund in Ausgrabung,unbek.,ja,'13,14','52,26',
48,Teltow-Fläming,Groß Kienitz,Groß Kienitz 7,Rössener Kultur,Ausgrabung,Denkmaldaten / BLDAM 2021,,Siedlung,ja,'13,46','52,33',Schmiederer 1997
49,Dahme-Spreewald,Selchow,Selchow 7,Rössener Kultur,Ausgrabung,Denkmaldaten / BLDAM 2021,Auswertung Lehmphul steht aus,Siedlung,ja,'13,47','52,35',Lehmphul 2015
50,Dahme-Spreewald,Gallun,Gallun 4,Guhrau,Einzelfund,Denkmaldaten / BLDAM 2021,'Verbleib Berger, nicht geprüft, Angabe im BLDAM "BKK"',unbek.,nein,'13,56','52,25',
53,Dahme-Spreewald,Zöllmersdorf,Zöllmersdorf,SBK,Lesefunde,Denkmaldaten / BLDAM 2021,aus Marschallek 1944,unbek.,ja,'13,66','51,85',Wetzel/Beran 2023
54,Dahme-Spreewald,Kaden,Kaden 4,SBK,Ausgrabung,Denkmaldaten / BLDAM 2021,'Einzelfund, aber vollständig!',Grab?,ja,'13,8','51,91',Marschallek 1944
55,Dahme-Spreewald,Neuendorf am See,Neuendorf am See 6,SBK,Lesefunde,Denkmaldaten / BLDAM 2021,div. Keramik,unbek.,ja,'13,88','52,1',Wetzel 2013
56,Dahme-Spreewald,Neuendorf am See,Neuendorf am See 6,Guhrau,Lesefunde,Denkmaldaten / BLDAM 2021,div. Keramik,unbek.,ja,'13,88','52,1',Wetzel 2013
57,Dahme-Spreewald,Neuendorf am See,Neuendorf am See 13,SBK,Lesefunde,Denkmaldaten / BLDAM 2021,SBK und TBK/Rös?? Scherben,unbek.,ja,'13,88','52,1',Wetzel 2013
