"";"LFD";"KREIS";"GEMEINDE";"Fpl.Nr";"FUNDPLATZU";"HOCH";"RECHTS";"FUNDPLATZN";"Fundart";"FID";"KULTUR";"KAT_NR";"BUNDESLAND";"QUELLE";"FST";"MATERIALUF";"BEMERKUNG";"FPL_Nr";"FUNDPLATZ_";"adm1_code";"wikipedia";"type";"region";"adm0_label";"admin";"gn_id";"region_sub";"wikidataid";"name_de";"name_pl";"LAND";"FLUR";"BESCHREIBU";"MESSTISCHB";"M__NN";"WASSERBEZU";"ALTKREIS";"ENTDECKUNG";"PUBLIKATIO";"ART";"GENAU_AUF";"GRABUNG_TA";"WKT";"layer";"path";"DGM";"EL.closedH";"EL.diverge";"EL.heightA";"EL.heigh_1";"EL.exposit";"EL.reliefU";"EL.relie_1";"EL.relie_2";"EL.terrain";"EL.soilMoi";"EL.slope";"Gefährdun";"Gefährd_1";"Gefährd_2";"Bodenabtra";"Bodenabt_1";"EL.Elevati";"X";"Y"
"675";NA;"Ostprignitz-Ruppin";"Alt Ruppin";NA;NA;"5876620";"353035";NA;NA;"392";"Mesolithikum";53133;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Alt Ruppin - 25";"nein";"nach Gramsch, ganz genaue Lage nicht bekannt: ein Walzenbeil; Garten der Revierförsterei Rottstiel (am Tornowsee)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (353035 5876620)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";42,33;NA;-1,95467;3,2804;3,01318;352,5441;6;22;NA;0,78837;11,01563;5,20407;NA;NA;NA;NA;NA;NA;353035;5876620
"676";NA;"Ostprignitz-Ruppin";"Königshorst";NA;NA;"5843647";"346706";NA;NA;"393";"Mesolithikum";13125;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Königshorst - 4";"nein";"Querschneider; Rohe unverz. stark gemagerte Keramikreste!!!; Zusammenfass. Brief vom 23.9.1936: G. Behm sucht Düne I westl. vom Gut Lobeofsund ab (Fpl. 3+4), dabei querschneidige Pfeilspitze (nach Gramsch mesolithisch), Klingen, Absplisse und atypische";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (346706 5843647)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";30,13;NA;38,99386;1,01937;0,91252;285,02716;2;2;2;0,95581;20,3967;1,06141;NA;NA;NA;NA;NA;NA;346706;5843647
"677";NA;"Ostprignitz-Ruppin";"Wusterhausen (Dosse)";NA;NA;"5865220";"330569";NA;NA;"394";"Mesolithikum";10871;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Wusterhausen (Dosse) - 17";"nein";"T-AXT; eine Hirschhornaxt; 500 m südlich vom Wendorfberg; Museum Wusterhausen";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (330569 5865220)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";36,67;NA;-15,68593;0,41239;NA;245,92729;2;2;2;0,96433;20,23432;0,99688;5;4;5;19,0686;18,56231;NA;330569;5865220
"678";NA;"Ostprignitz-Ruppin";"Zechliner Hütte";NA;NA;"5892995";"356520";NA;NA;"395";"Mesolithikum";13504;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Zechliner Hütte - 7";"nein";"ein Feuersteingerät - Kernbeil;  Datierung ist zu überprüfen; sog. Zootzer Dorfstelle";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (356520 5892995)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";61,01;NA;-3,20244;4,83991;4,84292;139,73473;6;23;NA;0,81506;11,64191;1,29661;5;1;1;1,99448;1,52772;NA;356520;5892995
"679";NA;"Ostprignitz-Ruppin";"Lohm";NA;NA;"5858129";"318222";NA;NA;"396";"Mesolithikum";10713;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Lohm - 10";"nein";"Einzelfund Mesolithikum Walzenbei,l MUFP; Einzelfund Neolithikum ; nach W. Matthes (1929, S. 202) : etwa im Jahr 1920 wurden hier 2 Feuersteinbeile gefunden; um1938/39 soll ein weiteres Beil (Walzenbeil) bei der Feldbestellung gefunden worden sein (siehe";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (318222 5858129)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";28,12;NA;37,39162;0,8793;0,87438;165,53064;2;2;2;0,9454;16,06245;0,07359;2;0;1;0,57793;0,55237;NA;318222;5858129
"680";NA;"Ostprignitz-Ruppin";"Königshorst";NA;NA;"5843648";"347232";NA;NA;"397";"Mesolithikum";13124;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Königshorst - 3";"nein";"Zusammenfass. Brief vom 23.9.1936: G. Behm sucht Düne I westl. vom Gut Lobeofsund ab (Fpl. 3+4), dabei querschneidige Pfeilspitze (nach Gramsch mesolithisch), Klingen, Absplisse und atypische Geräte gefunden; stammen vermutl. aus grauer humoser Schicht";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (347232 5843648)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";30,04;NA;2,13747;0,60027;0,46983;55,86835;2;2;2;0,96388;20,12086;0,54196;3;1;2;3,12516;2,63393;NA;347232;5843648
"681";NA;"Ostprignitz-Ruppin";"Königshorst";NA;NA;"5841926";"348211";NA;NA;"398";"Mesolithikum";13126;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Königshorst - 5";"nein";"Aktennotiz vom 26.10.1938: 
Fundstelle 5
Von einer ganz geringen Erhebung inmitten der Niederung südlich vom Windmühlendamm lieferte Dr. G. Herrmann eine Reihe von Feuersteinabschlägen, daunter eine mikrolithische Klinge und ein pickelartiges Gerät
G";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (348211 5841926)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";28,52;NA;19,33332;0,16593;0,05496;120,18137;2;2;2;0,9779;19,63031;0,54299;1;NA;2;NA;3,1791;NA;348211;5841926
"682";NA;"Potsdam";"Potsdam";NA;NA;"5805503";"369000";NA;NA;"399";"Mesolithikum";16054;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Potsdam - 13";"nein";"Walzenbeil, nach Gramsch ML
BP 2013:49 deutlich südl. des Fpl.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (369000 5805503)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";35,52;NA;-10,34992;4,06217;0,51846;332,58667;6;21;NA;0,89268;15,91883;1,47363;NA;NA;NA;NA;NA;NA;369000;5805503
"683";NA;"Potsdam";"Potsdam";NA;NA;"5804505";"369649";NA;NA;"400";"Mesolithikum";16062;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Potsdam - 21";"nein";"1 Walzenbeil; Nach Absprache mit Frau Dr. Brather werden künftige Fundmeldungen und Grabungsaktivitäten aus den Bereichen der Fundplätze 20, 21 und 52 nur noch unter dem Fpl. 20 weitergeführt.
(i.A. T. Oehlandt, 15.12.2004)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (369649 5804505)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";35,39;NA;11,71;3,59789;0,79594;7,40713;6;21;NA;0,91321;14,32366;0,41942;NA;NA;NA;NA;NA;NA;369649;5804505
"684";NA;"Potsdam";"Bornim";NA;NA;"5813052";"362980";NA;NA;"401";"Mesolithikum";16005;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Bornim - 9";"nein";"durchbohrter Teil einer Hirschhornhacke; Mus. Potsdam";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (362980 5813052)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";31,29;NA;51,0568;1,84541;1,72178;307,45938;2;2;2;0,94134;16,8;0,33554;NA;NA;NA;NA;NA;NA;362980;5813052
"685";NA;"Potsdam";"Potsdam";NA;NA;"5806463";"367209";NA;NA;"402";"Mesolithikum";16072;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Potsdam - 31";"nein";"Gramsch 1973 Hirschgeweihhacke , Mus. Potsdam; Biermann 2015: Potsdam (PM), Fpl.-Nr. 31. ""Planitzinsel"" in der Neustädter Havelbucht; keine Befestigungsreste; slaw. Scherben; slaw. Inselsiedlung (OA BLDAM). Insel: Plänitzinsel in der Neustädter Havelb";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (367209 5806463)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";31,09;0,60805;51,29295;1,09906;0,95471;23,59218;5;2;2;0,93117;14,72269;1,10377;NA;NA;NA;NA;NA;NA;367209;5806463
"686";NA;"Potsdam";"Potsdam";NA;NA;"5809851";"368751";NA;NA;"403";"Mesolithikum";16098;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Potsdam - 57";"nein";"bronzezeitliche Scherben und eine durchlochte Geweihaxt MUFP; Baggergut: Westufer der Havel bei der Bertinistraße";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (368751 5809851)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";29,58;0,42582;-37,47188;NA;NA;304,30746;5;2;2;0,98637;23,52864;0,1626;NA;NA;NA;NA;NA;NA;368751;5809851
"687";NA;"Potsdam-Mittelmark";"Emstal";NA;NA;"5797893";"348491";NA;NA;"404";"Mesolithikum";2077;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Emstal - 4";"nein";"Tüllenbeil, Knochen; MUFP";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (348491 5797893)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";33,75;NA;23,66832;0,09364;0,08382;282,9527;2;2;2;0,95809;17,69743;0,24611;NA;NA;NA;NA;NA;NA;348491;5797893
"688";NA;"Potsdam-Mittelmark";"Hohenferchesar";NA;NA;"5820183";"329852";NA;NA;"405";"Mesolithikum";2161;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Hohenferchesar - 8";"nein";"Spitze aus Geweih; Flur: Ziegelei Friete; Märkisches Museum";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (329852 5820183)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";29,92;NA;2,54448;1,50119;1,53098;152,92174;2;2;2;0,9383;17,07961;0,59583;NA;NA;NA;NA;NA;NA;329852;5820183
"689";NA;"Potsdam-Mittelmark";"Alt Töplitz";NA;NA;"5809907";"358226";NA;NA;"406";"Mesolithikum";15206;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Alt Töplitz - 2";"nein";"Steinbeil/Walzenbeil; endmeso- bis neolithisch; am Havelufer südlich des Ortes";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (358226 5809907)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";31;NA;-6,86217;0,46549;0,083;263,89005;2;2;2;0,95621;18,21474;0,66943;NA;NA;NA;NA;NA;NA;358226;5809907
"690";NA;"Potsdam-Mittelmark";"Alt Töplitz";NA;NA;"5811565";"357715";NA;NA;"407";"Mesolithikum";15211;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Alt Töplitz - 7";"nein";"5811600-5811850, 4561730-4561880; EE-S: ein meso- bis neolithisches Walzenbeil; Hasselberg";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (357715 5811565)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";44,64;NA;6,18049;13,68315;12,96375;179,95641;6;23;NA;0,68891;3,40085;14,47197;NA;NA;NA;NA;NA;NA;357715;5811565
"691";NA;"Potsdam-Mittelmark";"Alt Töplitz";NA;NA;"5809897";"358966";NA;NA;"408";"Mesolithikum";15225;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Alt Töplitz - 21";"nein";"EE-S: meso- bis neolithisches Walzenbeil; UG: NL bis BZ; Töplitzer Fichten; Fund könnte im zusammenhang mit einem steinz. Grab stehen";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (358966 5809897)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";50,46;NA;8,44458;19,72062;16,09829;340,05319;1;23;NA;0,73835;7,18118;1,94846;NA;NA;NA;NA;NA;NA;358966;5809897
"692";NA;"Potsdam-Mittelmark";"Bergholz-Rehbrücke";NA;NA;"5801331";"369818";NA;NA;"409";"Mesolithikum";15275;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Bergholz-Rehbrücke - 8";"nein";"ein Steinbeil - ein Walzenbeil (nach Gramsch); Buschland; Vorgeschichtliche Gefäßreste";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (369818 5801331)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";34,27;NA;5,95865;2,22512;2,13657;290,14093;2;2;2;0,92193;15,78436;0,68428;1;0;1;0,92468;0,8571;NA;369818;5801331
"693";NA;"Potsdam-Mittelmark";"Bergholz-Rehbrücke";NA;NA;"5801667";"368366";NA;NA;"410";"Mesolithikum";15284;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Bergholz-Rehbrücke - 17";"nein";"M: Spitzhaue, nach Gramsch M; Großer Ravensberg, Norwestrand Teufelssee";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (368366 5801667)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";91,62;NA;7,39886;54,95369;46,94947;182,17827;1;23;NA;0,43555;2,9723;12,90783;NA;NA;NA;NA;NA;NA;368366;5801667
"694";NA;"Potsdam-Mittelmark";"Geltow";NA;NA;"5802950";"361315";NA;NA;"411";"Mesolithikum";15410;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Geltow - 1";"nein";"5803260-5803430, 4565760-4565840; SS-aE: Dellen, Riztmuster/Sparren, Punkte; BW-W: unklar, da Wall o.ä. nicht mehr vorhanden; EE-M: ein Walzenbeil";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (361315 5802950)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";39,87;NA;8,15662;4,93512;4,67408;252,75076;6;22;NA;0,81501;12,62995;2,8674;NA;NA;NA;NA;NA;NA;361315;5802950
"695";NA;"Potsdam-Mittelmark";"Geltow";NA;NA;"5803714";"362312";NA;NA;"412";"Mesolithikum";15417;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Geltow - 9";"nein";"ein Walzenbeil ; 10.05.1929; Schwielowsee; Wildparkstrasse
";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (362312 5803714)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";32,53;NA;-1,13433;2,51899;0,94944;219,39607;6;21;NA;0,90758;12,70218;0,64342;NA;NA;NA;NA;NA;NA;362312;5803714
"696";NA;"Potsdam-Mittelmark";"Krampnitz";NA;NA;"5814013";"367803";NA;NA;"413";"Mesolithikum";15571;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Krampnitz - 3";"nein";"Knochenharpunen; Großer Graben";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (367803 5814013)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";29,6;1,30938;-8,80336;0,68111;0,48773;97,16142;5;2;2;0,9147;12,80956;3,936;NA;NA;NA;NA;NA;NA;367803;5814013
"697";NA;"Potsdam-Mittelmark";"Plötzin";NA;NA;"5807069";"352965";NA;NA;"414";"Mesolithikum";15736;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Plötzin - 3";"nein";"F-E: nicht näher datier- bzw. bestimmbar (außer ""jastorf""); EE-M: ein Walzenbeil; UF: EZ bis RKZ; Körpergrab/gräber NL bis BZ, warum nicht W?";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (352965 5807069)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";32,47;NA;-4,85213;0,36573;0,08674;33,49691;2;2;2;0,92739;12,82782;0,90213;NA;NA;NA;NA;NA;NA;352965;5807069
"698";NA;"Potsdam-Mittelmark";"Satzkorn";NA;NA;"5814694";"364169";NA;NA;"415";"Mesolithikum";15789;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Satzkorn - 2";"nein";"F-E: nicht näher datier- bzw. bestimmbar; EE-jE_Mittellaténe: ein Bronze-Torques; Neolithikum: mehrere Feuersteinbeile, eine Geweihaxt; Mesol.: Walzenbeil; Satzkorner Werder; Luftbilder:   
3544/6814-01;   
Einzelfund Mesolithikum
Lesefunde Neolithikum";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (364169 5814694)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";30,86;NA;1,11109;1,71528;1,5687;125,21565;2;2;2;0,9178;14,67925;0,28402;5;0;0;0,50794;0,41907;NA;364169;5814694
"699";NA;"Potsdam-Mittelmark";"Gollwitz";NA;NA;"5810800";"338669";NA;NA;"416";"Mesolithikum";24693;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Gollwitz - 1";"nein";"Kein Hinweis auf M in DB, warum EE-Meso? Ziegeleigrube am Zollhaus";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (338669 5810800)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";30,06;0,21554;2,82354;0,79395;0,78712;214,27136;5;2;2;0,96176;19,87812;0,46024;0;NA;NA;NA;NA;NA;338669;5810800
"700";NA;"Potsdam-Mittelmark";"Philippsthal";NA;NA;"5801149";"373012";NA;NA;"417";"Mesolithikum";15694;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Philippsthal - 3";"nein";"INV 2008:14; Langschmales Dreieck, Kernbeil, unverz. Gefäßreste, Walzenbeil nach Gramsch 1973; Der Fundplatz befindet sich am östlichen Niederungsrand der Nuthe, auf der westlichen Seite einer Talsandinsel.; EE- ein Walzenbeil; F-M: Mikrolithen und me";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (373012 5801149)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";33,41;NA;5,78401;1,01675;0,91103;104,39818;2;2;2;0,92077;17,79739;1,51822;NA;NA;NA;NA;NA;NA;373012;5801149
"701";NA;"Potsdam-Mittelmark";"Marquardt";NA;NA;"5813951";"361412";NA;NA;"418";"Mesolithikum";25452;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Marquardt - 14";"nein";"INV 1997:741; eine typische Knochenharpune mit Widerhaken; 350 m nordnordöstlich vom Hasselberg";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (361412 5813951)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";30,02;0,70497;4,86893;0,52477;0,17537;255,06223;5;2;2;0,93916;15,46537;2,62818;NA;NA;NA;NA;NA;NA;361412;5813951
"702";NA;"Potsdam-Mittelmark";"Ferch";NA;NA;"5799190";"358712";NA;NA;"419";"Mesolithikum";27715;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Ferch - 11";"nein";"INV 2009:327; Lehmiger Sand; 1.S 1 Walzenbeil INV 2000:1035; L= 16,5 cm Schneide= ca. 3,5 cm Nacken= ca. 2,0 cm gr. Br.= ca. 5,3 cm Schneidenbereich geschliffen; Schrammen von Baggerschaufel; Tiefe: ca. 1,00 m
in Gasleitungsgraben, in mehrere Meter breit";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (358712 5799190)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";32,69;NA;-1,97758;1,78463;1,09615;142,4745;6;20;1;0,8907;12,45052;4,41096;NA;NA;NA;NA;NA;NA;358712;5799190
"703";NA;"Potsdam-Mittelmark";"Treuenbrietzen";NA;NA;"5771262";"354114";NA;NA;"421";"Mesolithikum";28709;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Treuenbrietzen - 65";"nein";"sog. Faustkeil: Länge: 16 cm, Breite: 8 cm, Höhe: 4 cm; Museum Treuenbrietzen  III/99/161; Höhenlage Sand";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (354114 5771262)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";88,68;NA;28,13933;22,87301;20,51173;111,1812;1;22;NA;0,75442;9,57049;0,22097;NA;NA;NA;NA;NA;NA;354114;5771262
"704";NA;"Potsdam-Mittelmark";"Treuenbrietzen";NA;NA;"5775990";"354709";NA;NA;"422";"Mesolithikum";28710;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Treuenbrietzen - 66";"nein";"Steinhacke eher Walzenbeil:  Länge: 19 cm, Durchmesser: max. 4,5 cm, an einem Ende 9 cm lange Absplitterung; Museum Treuenbrietzen III/99/156; niederung sand";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (354709 5775990)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";52,35;NA;-0,32333;1,15073;0,48217;63,86364;2;2;2;0,95222;18,27673;0,19043;NA;NA;NA;NA;NA;NA;354709;5775990
"705";NA;"Potsdam-Mittelmark";"Wildenbruch";NA;NA;"5796217";"367554";NA;NA;"423";"Mesolithikum";45969;"Brandenburg";"BLDAM / M. Ismail-Weber 2018";"Wildenbruch - 16";"nein";"INV 2009:130; Kernbeil; ehemals Langerwisch 17; knapp südlich BAB 10 (südlicher Berliner Ring); Allgemeines, Lage: Im Zusammenhang mit dem Ausbau der A10 zwischen AD Nuthethal und AD Potsdam wird die Anlage eines Regenrückhaltebeckens geplant. Die ca.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Deutschland";NA;NA;NA;NA;NA;NA;"Einzelfund";NA;"Einzel-/Lesefunde";0;NA;"Point (367554 5796217)";"Fst_BB_Standortanalyse";"/media/sophie/Volume/R/Diss/analysis/data/geodata/Fst_BB_Standortanalyse.shp";51,37;NA;-2,18533;4,97585;2,11046;192,79214;6;23;NA;0,7985;8,28127;1,65839;NA;NA;NA;NA;NA;NA;367554;5796217
