,KREIS,GEMEINDE,FUNDPLATZN,Fundart,FID,BUNDESLAND,QUELLE,FST,MATERIALUF,BEMERKUNG,kultur2,NAME_HAUPT,NAME_UNTER,X,Y,quelle_georef,QID_quelle_georef,katalognr,fst_id,fst_name,gemeinde,kreis,bundesland,land,perio.do,kultur,entdeckung,QID_entdeckung,publikation_arch,QID_publikation,fundstellenart,QID_fundstellenart,genauigkeit_m,methode,quellen_typ,methodenbeschr,wgs84_x,wgs84_y,dating_start,dating_certainty_start,dating_end,dating_certainty_end,dating_method,dating_certainty_range,dating_perio.do,dating_perio.do_match
249,Märkisch-Oderland,Altranft,,,251,Brandenburg,© Denkmaldaten / BLDAM 2021,Altranft 6,nein,© Denkmaldaten / BLDAM 2021,Rös,ODERTAL,Oderbruch,"14,09","52,77",Denkmaldaten / BLDAM 2021,Q897952,1011,15,Altranft 6,Altranft,Märkisch-Oderland,Brandenburg,Deutschland,,Rössener Kultur,Lesefunde,Q1144458,,,unbek.,Q59496158,0,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,die Koordinaten wurden beim BLDAM angefragt und übernommen,1409,5277,-4700,+/- 100 years,-4400,+/- 100 years,Q816829,"low precision, as only stylistic dating",http://n2t.net/ark:/99152/p066jt92nth,closeMatch
250,Märkisch-Oderland,Bad Freienwalde,,,252,Brandenburg,© Denkmaldaten / BLDAM 2021,Bad Freienwalde 8,nein,© Denkmaldaten / BLDAM 2021,Rös. Beil/Axt,ODERTAL,Oderbruch,"14,06","52,78",Denkmaldaten / BLDAM 2021,Q897952,1032,20,Bad Freienwalde 8,Bad Freienwalde,Märkisch-Oderland,Brandenburg,Deutschland,,Rössener Kultur,Lesefunde,Q1144458,,,unbek.,Q59496158,0,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,die Koordinaten wurden beim BLDAM angefragt und übernommen,1406,5278,-4700,+/- 100 years,-4400,+/- 100 years,Q816829,"low precision, as only stylistic dating",http://n2t.net/ark:/99152/p066jt92nth,closeMatch
251,Oder-Spree,Beeskow,,,253,Brandenburg,© Denkmaldaten / BLDAM 2021,Beeskow 5,nein,© Denkmaldaten / BLDAM 2021,Rös. Beil/Axt,OSTBRANDENBURGISCHES HEIDE UND SEENGEBIET,Berlin Fürstenwalder Spreetalniederung,"14,3","52,17",Denkmaldaten / BLDAM 2021,Q897952,1126,28,Beeskow 5,Beeskow,Oder-Spree,Brandenburg,Deutschland,,Rössener Kultur,Lesefunde,Q1144458,,,unbek.,Q59496158,0,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,die Koordinaten wurden beim BLDAM angefragt und übernommen,143,5217,-4700,+/- 100 years,-4400,+/- 100 years,Q816829,"low precision, as only stylistic dating",http://n2t.net/ark:/99152/p066jt92nth,closeMatch
252,Uckermark,Blankenburg,,,254,Brandenburg,© Denkmaldaten / BLDAM 2021,Blankenburg 26,nein,© Denkmaldaten / BLDAM 2021,Rös. Beil/Axt,RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE,Uckermärkisches Hügelland,"13,94","53,21",Denkmaldaten / BLDAM 2021,Q897952,16349,47,Blankenburg 26,Blankenburg,Uckermark,Brandenburg,Deutschland,,Rössener Kultur,Lesefunde,Q1144458,,,unbek.,Q59496158,0,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,die Koordinaten wurden beim BLDAM angefragt und übernommen,1394,5322,-4700,+/- 100 years,-4400,+/- 100 years,Q816829,"low precision, as only stylistic dating",http://n2t.net/ark:/99152/p066jt92nth,closeMatch
253,Potsdam,Bornim,,,255,Brandenburg,© Denkmaldaten / BLDAM 2021,Bornim 8,nein,© Denkmaldaten / BLDAM 2021,Rös,MITTELBRANDENBURGISCHE PLATTEN UND NIEDERUNGEN,Brandenburg-Potsdamer Havelgebiet,"13,01","52,42",Denkmaldaten / BLDAM 2021,Q897952,16004,63,Bornim 8,Bornim,Potsdam,Brandenburg,Deutschland,,Rössener Kultur,Lesefunde,Q1144458,,,unbek.,Q59496158,0,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,die Koordinaten wurden beim BLDAM angefragt und übernommen,1301,5242,-4700,+/- 100 years,-4400,+/- 100 years,Q816829,"low precision, as only stylistic dating",http://n2t.net/ark:/99152/p066jt92nth,closeMatch
254,Uckermark,Brüssow,,,256,Brandenburg,© Denkmaldaten / BLDAM 2021,Brüssow 67,nein,© Denkmaldaten / BLDAM 2021,Rös. Beil/Axt,RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE,Uckermärkisches Hügelland,"14,1","53,42",Denkmaldaten / BLDAM 2021,Q897952,16446,76,Brüssow 67,Brüssow,Uckermark,Brandenburg,Deutschland,,Rössener Kultur,Lesefunde,Q1144458,,,unbek.,Q59496158,0,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,die Koordinaten wurden beim BLDAM angefragt und übernommen,1411,5342,-4700,+/- 100 years,-4400,+/- 100 years,Q816829,"low precision, as only stylistic dating",http://n2t.net/ark:/99152/p066jt92nth,closeMatch
255,Havelland,Dyrotz,,,257,Brandenburg,© Denkmaldaten / BLDAM 2021,Dyrotz 37,nein,© Denkmaldaten / BLDAM 2021,Rös,MITTELBRANDENBURGISCHE PLATTEN UND NIEDERUNGEN,Nauener Platte,"12,96","52,56",Denkmaldaten / BLDAM 2021,Q897952,12418,107,Dyrotz 37,Dyrotz,Havelland,Brandenburg,Deutschland,,Rössener Kultur,Ausgrabung,Q959782,Wetzel/Babieel 2016,,"Siedlung, Brunnen",Q486972,0,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,die Koordinaten wurden beim BLDAM angefragt und übernommen,1296,5256,-4464,+/- 100 years,-4344,+/- 100 years,Q173412,"low precision,  one 14C date in contradiction to dendrodate",http://n2t.net/ark:/99152/p066jt92nth,closeMatch
256,Uckermark,Flemsdorf,,,258,Brandenburg,© Denkmaldaten / BLDAM 2021,Flemsdorf 10,ja,© Denkmaldaten / BLDAM 2021,Rös,RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE,Uckermärkisches Hügelland,"14,16","53,03",Denkmaldaten / BLDAM 2021,Q897952,53473,120,Flemsdorf 10,Flemsdorf,Uckermark,Brandenburg,Deutschland,,Rössener Kultur,Sondage,Q959782,,,Siedlung,Q486972,0,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,die Koordinaten wurden beim BLDAM angefragt und übernommen,1416,5303,-4700,+/- 100 years,-4450,+/- 100 years,Q173412,"low precision, one 14C date",http://n2t.net/ark:/99152/p066jt92nth,closeMatch
257,Frankfurt (Oder),Frankfurt,,,259,Brandenburg,© Denkmaldaten / BLDAM 2021,Frankfurt 108,nein,© Denkmaldaten / BLDAM 2021,Rös. Beil/Axt,OSTBRANDENBURGISCHE PLATTE,Lebusplatte,"14,52","52,33",Denkmaldaten / BLDAM 2021,Q897952,6357,122,Frankfurt 108,Frankfurt,Frankfurt (Oder),Brandenburg,Deutschland,,Rössener Kultur,Lesefunde,Q1144458,,,unbek.,Q59496158,0,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,die Koordinaten wurden beim BLDAM angefragt und übernommen,1452,5233,-4700,+/- 100 years,-4400,+/- 100 years,Q816829,"low precision, as only stylistic dating",http://n2t.net/ark:/99152/p066jt92nth,closeMatch
258,Havelland,Friesack,,,260,Brandenburg,© Denkmaldaten / BLDAM 2021,Friesack 4,nein,© Denkmaldaten / BLDAM 2021,Rös,LUCHLAND,"Unteres,Oberes Rhinluch und Havelländisches Luch","12,54","52,75",Denkmaldaten / BLDAM 2021,Q897952,12485,129,Friesack 4,Friesack,Havelland,Brandenburg,Deutschland,,Rössener Kultur,"Ausgrabung, Schichtenbefunde",Q959782,,,Siedlung,Q486972,0,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,die Koordinaten wurden beim BLDAM angefragt und übernommen,1254,5275,-4700,+/- 100 years,-4400,+/- 100 years,Q816829,"low precision, as only stylistic dating",http://n2t.net/ark:/99152/p066jt92nth,closeMatch
259,Brandenburg (Havel),Kirchmöser,,,261,Brandenburg,© Denkmaldaten / BLDAM 2021,Kirchmöser 34,nein,© Denkmaldaten / BLDAM 2021,Rös,ELBTALNIEDERUNG,Untere Havelniederung,"12,43","52,38",Denkmaldaten / BLDAM 2021,Q897952,63130,214,Kirchmöser 34,Kirchmöser,Brandenburg (Havel),Brandenburg,Deutschland,,Rössener Kultur,Ausgrabung,Q959782,,,Siedlung,Q486972,0,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,die Koordinaten wurden beim BLDAM angefragt und übernommen,1243,5238,-4700,+/- 100 years,-4400,+/- 100 years,Q816829,"low precision, as only stylistic dating",http://n2t.net/ark:/99152/p066jt92nth,closeMatch
260,Oder-Spree,Kossenblatt,,,262,Brandenburg,© Denkmaldaten / BLDAM 2021,Kossenblatt 3,nein,© Denkmaldaten / BLDAM 2021,Rös. Beil/Axt,OSTBRANDENBURGISCHES HEIDE UND SEENGEBIET,Beeskower Platte,"14,09","52,13",Denkmaldaten / BLDAM 2021,Q897952,1244,237,Kossenblatt 3,Kossenblatt,Oder-Spree,Brandenburg,Deutschland,,Rössener Kultur,Lesefunde,Q1144458,,,unbek.,Q59496158,0,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,die Koordinaten wurden beim BLDAM angefragt und übernommen,1409,5213,-4700,+/- 100 years,-4400,+/- 100 years,Q816829,"low precision, as only stylistic dating",http://n2t.net/ark:/99152/p066jt92nth,closeMatch
261,Havelland,Nauen,,,263,Brandenburg,© Denkmaldaten / BLDAM 2021,Nauen 21,nein,© Denkmaldaten / BLDAM 2021,Rös,LUCHLAND,"Unteres,Oberes Rhinluch und Havelländisches Luch","12,88","52,62",Denkmaldaten / BLDAM 2021,Q897952,12669,298,Nauen 21,Nauen,Havelland,Brandenburg,Deutschland,,Rössener Kultur,Lesefunde,Q1144458,,,unbek.,Q59496158,0,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,die Koordinaten wurden beim BLDAM angefragt und übernommen,1288,5262,-4700,+/- 100 years,-4400,+/- 100 years,Q816829,"low precision, as only stylistic dating",http://n2t.net/ark:/99152/p066jt92nth,closeMatch
262,Uckermark,Niederlandin,,,264,Brandenburg,© Denkmaldaten / BLDAM 2021,Niederlandin 12/5 (13),nein,© Denkmaldaten / BLDAM 2021,Rös. Beil/Axt,RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE,Uckermärkisches Hügelland,"14,14","53,08",Denkmaldaten / BLDAM 2021,Q897952,693,309,Niederlandin 12/5 (13),Niederlandin,Uckermark,Brandenburg,Deutschland,,Rössener Kultur,Lesefunde,Q1144458,,,unbek.,Q59496158,0,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,die Koordinaten wurden beim BLDAM angefragt und übernommen,1414,5308,-4700,+/- 100 years,-4400,+/- 100 years,Q816829,"low precision, as only stylistic dating",http://n2t.net/ark:/99152/p066jt92nth,closeMatch
263,Potsdam,Potsdam,,,265,Brandenburg,© Denkmaldaten / BLDAM 2021,Potsdam 3/13 (3),nein,© Denkmaldaten / BLDAM 2021,Rös,MITTELBRANDENBURGISCHE PLATTEN UND NIEDERUNGEN,Brandenburg-Potsdamer Havelgebiet,"13,05","52,39",Denkmaldaten / BLDAM 2021,Q897952,43876,340,Potsdam 3/13 (3),Potsdam,Potsdam,Brandenburg,Deutschland,,Rössener Kultur,"Ausgrabung, Schichtenbefunde",Q959782,,,Siedlung,Q486972,0,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,die Koordinaten wurden beim BLDAM angefragt und übernommen,1305,524,-4700,+/- 100 years,-4400,+/- 100 years,Q816829,"low precision, as only stylistic dating",http://n2t.net/ark:/99152/p066jt92nth,closeMatch
264,Potsdam,Potsdam,,,266,Brandenburg,© Denkmaldaten / BLDAM 2021,Potsdam 58,nein,© Denkmaldaten / BLDAM 2021,Rös,MITTELBRANDENBURGISCHE PLATTEN UND NIEDERUNGEN,Nuthe-Notte-Niederung,"13,09","52,36",Denkmaldaten / BLDAM 2021,Q897952,16099,343,Potsdam 58,Potsdam,Potsdam,Brandenburg,Deutschland,,Rössener Kultur,Lesefunde,Q1144458,,,unbek.,Q59496158,0,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,die Koordinaten wurden beim BLDAM angefragt und übernommen,1309,5236,-4700,+/- 100 years,-4400,+/- 100 years,Q816829,"low precision, as only stylistic dating",http://n2t.net/ark:/99152/p066jt92nth,closeMatch
265,Uckermark,Prenzlau,,,267,Brandenburg,© Denkmaldaten / BLDAM 2021,Prenzlau 23,nein,© Denkmaldaten / BLDAM 2021,Rös. Beil/Axt,RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE,Uckermärkisches Hügelland,"13,86","53,3",Denkmaldaten / BLDAM 2021,Q897952,17574,350,Prenzlau 23,Prenzlau,Uckermark,Brandenburg,Deutschland,,Rössener Kultur,Lesefunde,Q1144458,,,unbek.,Q59496158,0,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,die Koordinaten wurden beim BLDAM angefragt und übernommen,1387,533,-4700,+/- 100 years,-4400,+/- 100 years,Q816829,"low precision, as only stylistic dating",http://n2t.net/ark:/99152/p066jt92nth,closeMatch
266,Havelland,Ribbeck,,,268,Brandenburg,© Denkmaldaten / BLDAM 2021,Ribbeck 4,nein,© Denkmaldaten / BLDAM 2021,Rös,LUCHLAND,"Unteres,Oberes Rhinluch und Havelländisches Luch","12,75","52,63",Denkmaldaten / BLDAM 2021,Q897952,12811,371,Ribbeck 4,Ribbeck,Havelland,Brandenburg,Deutschland,,Rössener Kultur,Lesefunde,Q1144458,,,unbek.,Q59496158,0,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,die Koordinaten wurden beim BLDAM angefragt und übernommen,1275,5263,-4700,+/- 100 years,-4400,+/- 100 years,Q816829,"low precision, as only stylistic dating",http://n2t.net/ark:/99152/p066jt92nth,closeMatch
267,Havelland,Ribbeck,,,269,Brandenburg,© Denkmaldaten / BLDAM 2021,Ribbeck 9/21 (9),nein,© Denkmaldaten / BLDAM 2021,Rös. Beil/Axt,LUCHLAND,"Unteres,Oberes Rhinluch und Havelländisches Luch","12,75","52,63",Denkmaldaten / BLDAM 2021,Q897952,58581,372,Ribbeck 9/21 (9),Ribbeck,Havelland,Brandenburg,Deutschland,,Rössener Kultur,Lesefunde,Q1144458,,,unbek.,Q59496158,0,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,die Koordinaten wurden beim BLDAM angefragt und übernommen,1275,5263,-4700,+/- 100 years,-4400,+/- 100 years,Q816829,"low precision, as only stylistic dating",http://n2t.net/ark:/99152/p066jt92nth,closeMatch
268,Potsdam-Mittelmark,Treuenbrietzen,,,270,Brandenburg,© Denkmaldaten / BLDAM 2021,Treuenbrietzen 39,nein,© Denkmaldaten / BLDAM 2021,Rös,FLÄMING,Belziger Vorfläming,"12,88","52,1",Denkmaldaten / BLDAM 2021,Q897952,9787,442,Treuenbrietzen 39,Treuenbrietzen,Potsdam-Mittelmark,Brandenburg,Deutschland,,Rössener Kultur,Lesefunde,Q1144458,,,unbek.,Q59496158,0,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,die Koordinaten wurden beim BLDAM angefragt und übernommen,1288,521,-4700,+/- 100 years,-4400,+/- 100 years,Q816829,"low precision, as only stylistic dating",http://n2t.net/ark:/99152/p066jt92nth,closeMatch
269,Havelland,Wachow,,,271,Brandenburg,© Denkmaldaten / BLDAM 2021,Wachow 17/4 (17),nein,© Denkmaldaten / BLDAM 2021,Rös,MITTELBRANDENBURGISCHE PLATTEN UND NIEDERUNGEN,Nauener Platte,"12,76","52,53",Denkmaldaten / BLDAM 2021,Q897952,36409,452,Wachow 17/4 (17),Wachow,Havelland,Brandenburg,Deutschland,,Rössener Kultur,Lesefunde,Q1144458,,,unbek.,Q59496158,0,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,die Koordinaten wurden beim BLDAM angefragt und übernommen,1276,5253,-4700,+/- 100 years,-4400,+/- 100 years,Q816829,"low precision, as only stylistic dating",http://n2t.net/ark:/99152/p066jt92nth,closeMatch
270,Havelland,Wachow,,,272,Brandenburg,© Denkmaldaten / BLDAM 2021,Wachow 5,nein,© Denkmaldaten / BLDAM 2021,Rös,MITTELBRANDENBURGISCHE PLATTEN UND NIEDERUNGEN,Nauener Platte,"12,76","52,53",Denkmaldaten / BLDAM 2021,Q897952,12906,453,Wachow 5,Wachow,Havelland,Brandenburg,Deutschland,,Rössener Kultur,Lesefunde,Q1144458,,,unbek.,Q59496158,0,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,die Koordinaten wurden beim BLDAM angefragt und übernommen,1276,5254,-4700,+/- 100 years,-4400,+/- 100 years,Q816829,"low precision, as only stylistic dating",http://n2t.net/ark:/99152/p066jt92nth,closeMatch
271,Havelland,Wachow,,,273,Brandenburg,© Denkmaldaten / BLDAM 2021,Wachow 7,nein,© Denkmaldaten / BLDAM 2021,Rös,MITTELBRANDENBURGISCHE PLATTEN UND NIEDERUNGEN,Nauener Platte,"12,72","52,53",Denkmaldaten / BLDAM 2021,Q897952,12908,454,Wachow 7,Wachow,Havelland,Brandenburg,Deutschland,,Rössener Kultur,Lesefunde,Q1144458,,,unbek.,Q59496158,0,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,die Koordinaten wurden beim BLDAM angefragt und übernommen,1272,5253,-4700,+/- 100 years,-4400,+/- 100 years,Q816829,"low precision, as only stylistic dating",http://n2t.net/ark:/99152/p066jt92nth,closeMatch
272,Dahme-Spreewald,Wernsdorf,,,274,Brandenburg,© Denkmaldaten / BLDAM 2021,Wernsdorf 6,nein,© Denkmaldaten / BLDAM 2021,Rös. Beil/Axt,OSTBRANDENBURGISCHES HEIDE UND SEENGEBIET,Berlin Fürstenwalder Spreetalniederung,"13,69","52,37",Denkmaldaten / BLDAM 2021,Q897952,25334,462,Wernsdorf 6,Wernsdorf,Dahme-Spreewald,Brandenburg,Deutschland,,Rössener Kultur,Lesefunde,Q1144458,,,unbek.,Q59496158,0,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,die Koordinaten wurden beim BLDAM angefragt und übernommen,1369,5237,-4700,+/- 100 years,-4400,+/- 100 years,Q816829,"low precision, as only stylistic dating",http://n2t.net/ark:/99152/p066jt92nth,closeMatch
273,Havelland,Wustermark,,,275,Brandenburg,© Denkmaldaten / BLDAM 2021,Wustermark 9,nein,© Denkmaldaten / BLDAM 2021,Rös,MITTELBRANDENBURGISCHE PLATTEN UND NIEDERUNGEN,Nauener Platte,"12,95","52,56",Denkmaldaten / BLDAM 2021,Q897952,12961,483,Wustermark 9,Wustermark,Havelland,Brandenburg,Deutschland,,Rössener Kultur,Lesefunde,Q1144458,,,Siedlung,Q486972,0,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,die Koordinaten wurden beim BLDAM angefragt und übernommen,1295,5256,-4700,+/- 100 years,-4400,+/- 100 years,Q816829,"low precision, as only stylistic dating",http://n2t.net/ark:/99152/p066jt92nth,closeMatch
274,Havelland,Zeestow,,,276,Brandenburg,© Denkmaldaten / BLDAM 2021,Zeestow 14/8 (14),nein,© Denkmaldaten / BLDAM 2021,Rös,LUCHLAND,"Unteres,Oberes Rhinluch und Havelländisches Luch","12,96","52,57",Denkmaldaten / BLDAM 2021,Q897952,58851,494,Zeestow 14/8 (14),Zeestow,Havelland,Brandenburg,Deutschland,,Rössener Kultur,Lesefunde,Q1144458,,,unbek.,Q59496158,0,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,die Koordinaten wurden beim BLDAM angefragt und übernommen,1296,5257,-4700,+/- 100 years,-4400,+/- 100 years,Q816829,"low precision, as only stylistic dating",http://n2t.net/ark:/99152/p066jt92nth,closeMatch
275,Havelland,Zeestow,,,277,Brandenburg,© Denkmaldaten / BLDAM 2021,Zeestow 8,nein,© Denkmaldaten / BLDAM 2021,Rös,LUCHLAND,"Unteres,Oberes Rhinluch und Havelländisches Luch","12,96","52,58",Denkmaldaten / BLDAM 2021,Q897952,13013,495,Zeestow 8,Zeestow,Havelland,Brandenburg,Deutschland,,Rössener Kultur,Lesefunde,Q1144458,,,unbek.,Q59496158,0,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,die Koordinaten wurden beim BLDAM angefragt und übernommen,1296,5258,-4700,+/- 100 years,-4400,+/- 100 years,Q816829,"low precision, as only stylistic dating",http://n2t.net/ark:/99152/p066jt92nth,closeMatch
276,Havelland,Zeestow,,,278,Brandenburg,© Denkmaldaten / BLDAM 2021,Zeestow 8,nein,© Denkmaldaten / BLDAM 2021,FBG,LUCHLAND,"Unteres,Oberes Rhinluch und Havelländisches Luch","12,96","52,58",Denkmaldaten / BLDAM 2021,Q897952,13013,495,Zeestow 8,Zeestow,Havelland,Brandenburg,Deutschland,,FBG,Lesefunde,Q1144458,,,unbek.,Q59496158,0,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,die Koordinaten wurden beim BLDAM angefragt und übernommen,1296,5258,-4550,+/- 100 years,-3900,+/- 100 years,Q816829,"dating still very uncertain, for the whole group only few 14C dates available",,
277,Havelland,Bredow,,,281,Brandenburg,© Denkmaldaten / BLDAM 2021,Bredow 2,nein,© Denkmaldaten / BLDAM 2021,SBK,LUCHLAND,"Unteres,Oberes Rhinluch und Havelländisches Luch","12,91","52,6",Denkmaldaten / BLDAM 2021,Q897952,12310,73,Bredow 2,Bredow,Havelland,Brandenburg,Deutschland,,SBK,Lesefunde,Q1144458,,,unbek.,Q59496158,0,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,die Koordinaten wurden beim BLDAM angefragt und übernommen,1291,526,-4800,+/- 100 years,-4750,+/- 100 years,Q816829,"low precision, as only stylistic dating",http://n2t.net/ark:/99152/p0wctqtnkjq,relatedMatch
278,Uckermark,Brüssow,,,282,Brandenburg,© Denkmaldaten / BLDAM 2021,Brüssow 21,nein,© Denkmaldaten / BLDAM 2021,SRK,RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE,Uckermärkisches Hügelland,"14,15","53,4",Denkmaldaten / BLDAM 2021,Q897952,16400,75,Brüssow 21,Brüssow,Uckermark,Brandenburg,Deutschland,,SBK,Einzelfund,Q1144458,,,unbek.,Q59496158,0,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,die Koordinaten wurden beim BLDAM angefragt und übernommen,1415,534,-4700,+/- 100 years,-4400,+/- 100 years,Q816829,"low precision, as only stylistic dating",http://n2t.net/ark:/99152/p0j9r72g96p,exactMatch
279,Havelland,Döberitz bei Premnitz,,,283,Brandenburg,© Denkmaldaten / BLDAM 2021,Döberitz bei Premnitz 20,nein,© Denkmaldaten / BLDAM 2021,SBK,ELBTALNIEDERUNG,Untere Havelniederung,"12,39","52,51",Denkmaldaten / BLDAM 2021,Q897952,19369,101,Döberitz bei Premnitz 20,Döberitz bei Premnitz,Havelland,Brandenburg,Deutschland,,SBK,Lesefunde,Q1144458,,,unbek.,Q59496158,0,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,die Koordinaten wurden beim BLDAM angefragt und übernommen,1239,5251,-4800,+/- 100 years,-4750,+/- 100 years,Q816829,"low precision, as only stylistic dating",http://n2t.net/ark:/99152/p0wctqtnkjq,relatedMatch
280,Havelland,Dyrotz,,,284,Brandenburg,© Denkmaldaten / BLDAM 2021,Dyrotz 43,nein,© Denkmaldaten / BLDAM 2021,SBK,MITTELBRANDENBURGISCHE PLATTEN UND NIEDERUNGEN,Nauener Platte,"12,97","52,55",Denkmaldaten / BLDAM 2021,Q897952,30077,108,Dyrotz 43,Dyrotz,Havelland,Brandenburg,Deutschland,,SBK,Ausgrabung,Q959782,,,Siedlung,Q486972,0,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,die Koordinaten wurden beim BLDAM angefragt und übernommen,1297,5255,-4800,+/- 100 years,-4750,+/- 100 years,Q816829,"low precision, as only stylistic dating",http://n2t.net/ark:/99152/p0wctqtnkjq,relatedMatch
281,Elbe-Elster,Elsterwerda,,,285,Brandenburg,© Denkmaldaten / BLDAM 2021,Elsterwerda 10,nein,© Denkmaldaten / BLDAM 2021,SRK,ELBE-MULDE-TIEFLAND,Elbe-Elster Tiefland,"13,56","51,44",Denkmaldaten / BLDAM 2021,Q897952,10983,111,Elsterwerda 10,Elsterwerda,Elbe-Elster,Brandenburg,Deutschland,,SBK,Einzelfund,Q1144458,,,Siedlung,Q486972,0,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,die Koordinaten wurden beim BLDAM angefragt und übernommen,1356,5144,-4700,+/- 100 years,-4400,+/- 100 years,Q816829,"low precision, as only stylistic dating",http://n2t.net/ark:/99152/p0j9r72g96p,exactMatch
282,Oberhavel,Flatow,,,286,Brandenburg,© Denkmaldaten / BLDAM 2021,Flatow 17,nein,© Denkmaldaten / BLDAM 2021,SRK,LUCHLAND,Bellin und Glin,"12,91","52,74",Denkmaldaten / BLDAM 2021,Q897952,48320,118,Flatow 17,Flatow,Oberhavel,Brandenburg,Deutschland,,SBK,Ausgrabung,Q959782,,,unbek.,Q59496158,0,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,die Koordinaten wurden beim BLDAM angefragt und übernommen,1291,5274,-4800,+/- 100 years,-4750,+/- 100 years,Q816829,"low precision, as only stylistic dating",http://n2t.net/ark:/99152/p0wctqtnkjq,relatedMatch
283,Uckermark,Flemsdorf,,,287,Brandenburg,© Denkmaldaten / BLDAM 2021,Flemsdorf 6/1 (6),ja,"© Denkmaldaten / BLDAM 2021, eine Scherbe in Rössener Befund",SRK,RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE,Uckermärkisches Hügelland,"14,17","53,03",Denkmaldaten / BLDAM 2021,Q897952,366,121,Flemsdorf 6/1 (6),Flemsdorf,Uckermark,Brandenburg,Deutschland,,SBK,Lesefunde,Q1144458,Gramsch 1960,,unbek.,Q59496158,0,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,die Koordinaten wurden beim BLDAM angefragt und übernommen,1417,5303,-4700,+/- 100 years,-4400,+/- 100 years,Q816829,"low precision, as only stylistic dating",http://n2t.net/ark:/99152/p0j9r72g96p,exactMatch
284,Havelland,Gohlitz,,,288,Brandenburg,© Denkmaldaten / BLDAM 2021,Gohlitz 5,nein,© Denkmaldaten / BLDAM 2021,SBK,MITTELBRANDENBURGISCHE PLATTEN UND NIEDERUNGEN,Nauener Platte,"12,78","52,54",Denkmaldaten / BLDAM 2021,Q897952,12540,148,Gohlitz 5,Gohlitz,Havelland,Brandenburg,Deutschland,,SBK,Einzelfund,Q1144458,,,Siedlung,Q486972,0,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,die Koordinaten wurden beim BLDAM angefragt und übernommen,1278,5254,-4800,+/- 100 years,-4750,+/- 100 years,Q816829,"low precision, as only stylistic dating",http://n2t.net/ark:/99152/p0wctqtnkjq,relatedMatch
285,Potsdam,Grube,,,289,Brandenburg,© Denkmaldaten / BLDAM 2021,Grube 7,nein,© Denkmaldaten / BLDAM 2021,SBK,MITTELBRANDENBURGISCHE PLATTEN UND NIEDERUNGEN,Brandenburg-Potsdamer Havelgebiet,"12,95","52,44",Denkmaldaten / BLDAM 2021,Q897952,15482,168,Grube 7,Grube,Potsdam,Brandenburg,Deutschland,,SBK,Lesefunde,Q1144458,,,unbek.,Q59496158,0,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,die Koordinaten wurden beim BLDAM angefragt und übernommen,1295,5244,-4800,+/- 100 years,-4750,+/- 100 years,Q816829,"low precision, as only stylistic dating",http://n2t.net/ark:/99152/p0wctqtnkjq,relatedMatch
