,KREIS,GEMEINDE,FUNDPLATZN,Fundart,FID,BUNDESLAND,QUELLE,FST,MATERIALUF,BEMERKUNG,kultur2,NAME_HAUPT,NAME_UNTER,X,Y,quelle_georef,QID_quelle_georef,katalognr,fst_id,fst_name,gemeinde,kreis,bundesland,land,perio.do,kultur,entdeckung,QID_entdeckung,publikation_arch,QID_publikation,fundstellenart,QID_fundstellenart,genauigkeit_m,methode,quellen_typ,methodenbeschr,wgs84_x,wgs84_y,dating_start,dating_certainty_start,dating_end,dating_certainty_end,dating_method,dating_certainty_range,dating_perio.do,dating_perio.do_match
121,Uckermark,Niederlandin,,F,3071,Brandenburg,© Denkmaldaten / BLDAM 2021,Niederlandin 8,nein,"Angabe übernommen von MIW 2021, Verortung vom BLDAM",LBK Siedl.,RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE,Uckermärkisches Hügelland,"14,15","53,06",© Denkmaldaten / BLDAM 2021,Q897952,,,Niederlandin 8,Niederlandin,Uckermark,Brandenburg,Deutschland,,LBK Siedl.,Lesefunde,,Ismail-Weber 2017,,,,,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,"die Koordinaten wurden von Kollegin übernommen, die die Daten vom BLDAM angefragt hatte","14,15","53,06",-5084,+/- 100 Jahre,-4784,+/-100 Jahre,Q816829,"low precision, as only stylistic dating",http://n2t.net/ark:/99152/p0wctqtmksk,relatedMatch
122,Uckermark,Prenzlau,,F,3072,Brandenburg,© Denkmaldaten / BLDAM 2021,Prenzlau 43,nein,"Angabe übernommen von MIW 2021, Verortung vom BLDAM",LBK Siedl.,RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE,Uckermärkisches Hügelland,"13,88","53,28",© Denkmaldaten / BLDAM 2021,Q897952,,,Prenzlau 43,Prenzlau,Uckermark,Brandenburg,Deutschland,,LBK Siedl.,Lesefunde,,Ismail-Weber 2017,,,,,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,"die Koordinaten wurden von Kollegin übernommen, die die Daten vom BLDAM angefragt hatte","13,88","53,28",-5083,+/- 100 Jahre,-4783,+/-100 Jahre,Q816829,"low precision, as only stylistic dating",http://n2t.net/ark:/99152/p0wctqtmksk,relatedMatch
123,Uckermark,Prenzlau,,F,3073,Brandenburg,© Denkmaldaten / BLDAM 2021,Prenzlau 113,nein,"Angabe übernommen von MIW 2021, Verortung vom BLDAM",LBK Siedl.,RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE,Uckermärkisches Hügelland,"13,84","53,29",© Denkmaldaten / BLDAM 2021,Q897952,,,Prenzlau 113,Prenzlau,Uckermark,Brandenburg,Deutschland,,LBK Siedl.,Lesefunde,,Ismail-Weber 2017,,,,,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,"die Koordinaten wurden von Kollegin übernommen, die die Daten vom BLDAM angefragt hatte","13,84","53,29",-5082,+/- 100 Jahre,-4782,+/-100 Jahre,Q816829,"low precision, as only stylistic dating",http://n2t.net/ark:/99152/p0wctqtmksk,relatedMatch
124,Uckermark,Prenzlau,,F,3074,Brandenburg,© Denkmaldaten / BLDAM 2021,Prenzlau 126,nein,"Angabe übernommen von MIW 2021, Verortung vom BLDAM",LBK Siedl.,RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE,Uckermärkisches Hügelland,"13,85","53,29",© Denkmaldaten / BLDAM 2021,Q897952,,,Prenzlau 126,Prenzlau,Uckermark,Brandenburg,Deutschland,,LBK Siedl.,Lesefunde,,Ismail-Weber 2017,,,,,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,"die Koordinaten wurden von Kollegin übernommen, die die Daten vom BLDAM angefragt hatte","13,85","53,29",-5081,+/- 100 Jahre,-4781,+/-100 Jahre,Q816829,"low precision, as only stylistic dating",http://n2t.net/ark:/99152/p0wctqtmksk,relatedMatch
125,Uckermark,Prenzlau,,F,3075,Brandenburg,© Denkmaldaten / BLDAM 2021,Prenzlau 230,nein,"Angabe übernommen von MIW 2021, Verortung vom BLDAM",LBK Siedl.,RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE,Uckermärkisches Hügelland,"13,83","53,3",© Denkmaldaten / BLDAM 2021,Q897952,,,Prenzlau 230,Prenzlau,Uckermark,Brandenburg,Deutschland,,LBK Siedl.,Lesefunde,,Ismail-Weber 2017,,,,,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,"die Koordinaten wurden von Kollegin übernommen, die die Daten vom BLDAM angefragt hatte","13,83","53,3",-5080,+/- 100 Jahre,-4780,+/-100 Jahre,Q816829,"low precision, as only stylistic dating",http://n2t.net/ark:/99152/p0wctqtmksk,relatedMatch
126,Uckermark,Prenzlau,,F,3076,Brandenburg,© Denkmaldaten / BLDAM 2021,Prenzlau 259,nein,"Angabe übernommen von MIW 2021, Verortung vom BLDAM",LBK Siedl.,RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE,Uckermärkisches Hügelland,"13,87","53,3",© Denkmaldaten / BLDAM 2021,Q897952,,,Prenzlau 259,Prenzlau,Uckermark,Brandenburg,Deutschland,,LBK Siedl.,Lesefunde,,Ismail-Weber 2017,,,,,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,"die Koordinaten wurden von Kollegin übernommen, die die Daten vom BLDAM angefragt hatte","13,87","53,3",-5079,+/- 100 Jahre,-4779,+/-100 Jahre,Q816829,"low precision, as only stylistic dating",http://n2t.net/ark:/99152/p0wctqtmksk,relatedMatch
127,Uckermark,Schenkenberg,,F,3077,Brandenburg,© Denkmaldaten / BLDAM 2021,Schenkenberg 18,nein,"Angabe übernommen von MIW 2021, Verortung vom BLDAM",LBK Siedl.,RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE,Uckermärkisches Hügelland,"13,94","53,35",© Denkmaldaten / BLDAM 2021,Q897952,,,Schenkenberg 18,Schenkenberg,Uckermark,Brandenburg,Deutschland,,LBK Siedl.,Lesefunde,,Ismail-Weber 2017,,,,,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,"die Koordinaten wurden von Kollegin übernommen, die die Daten vom BLDAM angefragt hatte","13,94","53,35",-5078,+/- 100 Jahre,-4778,+/-100 Jahre,Q816829,"low precision, as only stylistic dating",http://n2t.net/ark:/99152/p0wctqtmksk,relatedMatch
128,Uckermark,Schoenermark (NWU),,F,3078,Brandenburg,© Denkmaldaten / BLDAM 2021,Schoenermark (NWU) 2,nein,"Angabe übernommen von MIW 2021, Verortung vom BLDAM",LBK Siedl.,RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE,Uckermärkisches Hügelland,"13,7","53,34",© Denkmaldaten / BLDAM 2021,Q897952,,,Schoenermark (NWU) 2,Schoenermark (NWU),Uckermark,Brandenburg,Deutschland,,LBK Siedl.,Lesefunde,,Ismail-Weber 2017,,,,,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,"die Koordinaten wurden von Kollegin übernommen, die die Daten vom BLDAM angefragt hatte","13,7","53,34",-5077,+/- 100 Jahre,-4777,+/-100 Jahre,Q816829,"low precision, as only stylistic dating",http://n2t.net/ark:/99152/p0wctqtmksk,relatedMatch
129,Uckermark,Schoenfeld bei Prenzlau,,F,3079,Brandenburg,© Denkmaldaten / BLDAM 2021,Schoenfeld bei Prenzlau 2,nein,"Angabe übernommen von MIW 2021, Verortung vom BLDAM",LBK Siedl.,RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE,Uckermärkisches Hügelland,"13,98","53,4",© Denkmaldaten / BLDAM 2021,Q897952,,,Schoenfeld bei Prenzlau 2,Schoenfeld bei Prenzlau,Uckermark,Brandenburg,Deutschland,,LBK Siedl.,Lesefunde,,Ismail-Weber 2017,,,,,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,"die Koordinaten wurden von Kollegin übernommen, die die Daten vom BLDAM angefragt hatte","13,98","53,4",-5076,+/- 100 Jahre,-4776,+/-100 Jahre,Q816829,"low precision, as only stylistic dating",http://n2t.net/ark:/99152/p0wctqtmksk,relatedMatch
130,Uckermark,Schoenwerder,,F,3080,Brandenburg,© Denkmaldaten / BLDAM 2021,Schoenwerder 10,nein,"Angabe übernommen von MIW 2021, Verortung vom BLDAM",LBK Siedl.,RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE,Uckermärkisches Hügelland,"13,83","53,38",© Denkmaldaten / BLDAM 2021,Q897952,,,Schoenwerder 10,Schoenwerder,Uckermark,Brandenburg,Deutschland,,LBK Siedl.,Lesefunde,,Ismail-Weber 2017,,,,,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,"die Koordinaten wurden von Kollegin übernommen, die die Daten vom BLDAM angefragt hatte","13,83","53,38",-5075,+/- 100 Jahre,-4775,+/-100 Jahre,Q816829,"low precision, as only stylistic dating",http://n2t.net/ark:/99152/p0wctqtmksk,relatedMatch
131,Uckermark,Schoenwerder,,F,3081,Brandenburg,© Denkmaldaten / BLDAM 2021,Schoenwerder 13,nein,"Angabe übernommen von MIW 2021, Verortung vom BLDAM",LBK Siedl.,RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE,Uckermärkisches Hügelland,"13,85","53,36",© Denkmaldaten / BLDAM 2021,Q897952,,,Schoenwerder 13,Schoenwerder,Uckermark,Brandenburg,Deutschland,,LBK Siedl.,Lesefunde,,Ismail-Weber 2017,,,,,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,"die Koordinaten wurden von Kollegin übernommen, die die Daten vom BLDAM angefragt hatte","13,85","53,36",-5074,+/- 100 Jahre,-4774,+/-100 Jahre,Q816829,"low precision, as only stylistic dating",http://n2t.net/ark:/99152/p0wctqtmksk,relatedMatch
132,Uckermark,Sternhagen,,F,3082,Brandenburg,© Denkmaldaten / BLDAM 2021,Sternhagen 17,nein,"Angabe übernommen von MIW 2021, Verortung vom BLDAM",LBK Siedl.,RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE,Uckermärkisches Hügelland,"13,77","53,23",© Denkmaldaten / BLDAM 2021,Q897952,,,Sternhagen 17,Sternhagen,Uckermark,Brandenburg,Deutschland,,LBK Siedl.,Lesefunde,,Ismail-Weber 2017,,,,,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,"die Koordinaten wurden von Kollegin übernommen, die die Daten vom BLDAM angefragt hatte","13,77","53,23",-5073,+/- 100 Jahre,-4773,+/-100 Jahre,Q816829,"low precision, as only stylistic dating",http://n2t.net/ark:/99152/p0wctqtmksk,relatedMatch
133,Uckermark,Strehlow,,F,3083,Brandenburg,© Denkmaldaten / BLDAM 2021,Strehlow 2,nein,"Angabe übernommen von MIW 2021, Verortung vom BLDAM",LBK Siedl.,RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE,Uckermärkisches Hügelland,"13,84","53,24",© Denkmaldaten / BLDAM 2021,Q897952,,,Strehlow 2,Strehlow,Uckermark,Brandenburg,Deutschland,,LBK Siedl.,Lesefunde,,Ismail-Weber 2017,,,,,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,"die Koordinaten wurden von Kollegin übernommen, die die Daten vom BLDAM angefragt hatte","13,84","53,24",-5072,+/- 100 Jahre,-4772,+/-100 Jahre,Q816829,"low precision, as only stylistic dating",http://n2t.net/ark:/99152/p0wctqtmksk,relatedMatch
134,Uckermark,Strehlow,,F,3084,Brandenburg,© Denkmaldaten / BLDAM 2021,Strehlow 14,nein,"Angabe übernommen von MIW 2021, Verortung vom BLDAM",LBK Siedl.,RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE,Uckermärkisches Hügelland,"13,84","53,23",© Denkmaldaten / BLDAM 2021,Q897952,,,Strehlow 14,Strehlow,Uckermark,Brandenburg,Deutschland,,LBK Siedl.,Lesefunde,,Ismail-Weber 2017,,,,,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,"die Koordinaten wurden von Kollegin übernommen, die die Daten vom BLDAM angefragt hatte","13,84","53,23",-5071,+/- 100 Jahre,-4771,+/-100 Jahre,Q816829,"low precision, as only stylistic dating",http://n2t.net/ark:/99152/p0wctqtmksk,relatedMatch
135,Uckermark,Tornow,,F,3085,Brandenburg,© Denkmaldaten / BLDAM 2021,Tornow 11,nein,"Angabe übernommen von MIW 2021, Verortung vom BLDAM",LBK Siedl.,RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE,Uckermärkisches Hügelland,"13,97","53,39",© Denkmaldaten / BLDAM 2021,Q897952,,,Tornow 11,Tornow,Uckermark,Brandenburg,Deutschland,,LBK Siedl.,Lesefunde,,Ismail-Weber 2017,,,,,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,"die Koordinaten wurden von Kollegin übernommen, die die Daten vom BLDAM angefragt hatte","13,97","53,39",-5070,+/- 100 Jahre,-4770,+/-100 Jahre,Q816829,"low precision, as only stylistic dating",http://n2t.net/ark:/99152/p0wctqtmksk,relatedMatch
136,Uckermark,Wartin,,F,3086,Brandenburg,© Denkmaldaten / BLDAM 2021,Wartin 1,nein,"Angabe übernommen von MIW 2021, Verortung vom BLDAM",LBK Siedl.,RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE,Randowniederung,"14,11","53,26",© Denkmaldaten / BLDAM 2021,Q897952,,,Wartin 1,Wartin,Uckermark,Brandenburg,Deutschland,,LBK Siedl.,Lesefunde,,Ismail-Weber 2017,,,,,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,"die Koordinaten wurden von Kollegin übernommen, die die Daten vom BLDAM angefragt hatte","14,11","53,26",-5069,+/- 100 Jahre,-4769,+/-100 Jahre,Q816829,"low precision, as only stylistic dating",http://n2t.net/ark:/99152/p0wctqtmksk,relatedMatch
137,Uckermark,Weselitz,,F,3087,Brandenburg,© Denkmaldaten / BLDAM 2021,Weselitz 22,nein,"Angabe übernommen von MIW 2021, Verortung vom BLDAM",LBK Siedl.,RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE,Uckermärkisches Hügelland,"13,99","53,26",© Denkmaldaten / BLDAM 2021,Q897952,,,Weselitz 22,Weselitz,Uckermark,Brandenburg,Deutschland,,LBK Siedl.,Lesefunde,,Ismail-Weber 2017,,,,,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,"die Koordinaten wurden von Kollegin übernommen, die die Daten vom BLDAM angefragt hatte","13,99","53,26",-5068,+/- 100 Jahre,-4768,+/-100 Jahre,Q816829,"low precision, as only stylistic dating",http://n2t.net/ark:/99152/p0wctqtmksk,relatedMatch
138,Uckermark,Zernikow,,F,3088,Brandenburg,© Denkmaldaten / BLDAM 2021,Zernikow 4,nein,"Angabe übernommen von MIW 2021, Verortung vom BLDAM",LBK Siedl.,RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE,Uckermärkisches Hügelland,"13,75","53,39",© Denkmaldaten / BLDAM 2021,Q897952,,,Zernikow 4,Zernikow,Uckermark,Brandenburg,Deutschland,,LBK Siedl.,Lesefunde,,Ismail-Weber 2017,,,,,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,"die Koordinaten wurden von Kollegin übernommen, die die Daten vom BLDAM angefragt hatte","13,75","53,39",-5067,+/- 100 Jahre,-4767,+/-100 Jahre,Q816829,"low precision, as only stylistic dating",http://n2t.net/ark:/99152/p0wctqtmksk,relatedMatch
139,Uckermark,Ziemkendorf,,F,3089,Brandenburg,© Denkmaldaten / BLDAM 2021,Ziemkendorf 25,nein,"Angabe übernommen von MIW 2021, Verortung vom BLDAM",LBK Siedl.,RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE,Uckermärkisches Hügelland,"14,04","53,32",© Denkmaldaten / BLDAM 2021,Q897952,,,Ziemkendorf 25,Ziemkendorf,Uckermark,Brandenburg,Deutschland,,LBK Siedl.,Lesefunde,,Ismail-Weber 2017,,,,,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,"die Koordinaten wurden von Kollegin übernommen, die die Daten vom BLDAM angefragt hatte","14,04","53,32",-5066,+/- 100 Jahre,-4766,+/-100 Jahre,Q816829,"low precision, as only stylistic dating",http://n2t.net/ark:/99152/p0wctqtmksk,relatedMatch
140,Uckermark,Zollchow,,F,3090,Brandenburg,© Denkmaldaten / BLDAM 2021,Zollchow 11,nein,"Angabe übernommen von MIW 2021, Verortung vom BLDAM",LBK Siedl.,RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE,Uckermärkisches Hügelland,"13,84","53,25",© Denkmaldaten / BLDAM 2021,Q897952,,,Zollchow 11,Zollchow,Uckermark,Brandenburg,Deutschland,,LBK Siedl.,Lesefunde,,Ismail-Weber 2017,,,,,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,"die Koordinaten wurden von Kollegin übernommen, die die Daten vom BLDAM angefragt hatte","13,84","53,25",-5065,+/- 100 Jahre,-4765,+/-100 Jahre,Q816829,"low precision, as only stylistic dating",http://n2t.net/ark:/99152/p0wctqtmksk,relatedMatch
141,Uckermark,Zollchow,,F,3091,Brandenburg,© Denkmaldaten / BLDAM 2021,Zollchow 26,nein,"Angabe übernommen von MIW 2021, Verortung vom BLDAM",LBK Siedl.,RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE,Uckermärkisches Hügelland,"13,84","53,25",© Denkmaldaten / BLDAM 2021,Q897952,,,Zollchow 26,Zollchow,Uckermark,Brandenburg,Deutschland,,LBK Siedl.,Lesefunde,,Ismail-Weber 2017,,,,,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,"die Koordinaten wurden von Kollegin übernommen, die die Daten vom BLDAM angefragt hatte","13,84","53,25",-5064,+/- 100 Jahre,-4764,+/-100 Jahre,Q816829,"low precision, as only stylistic dating",http://n2t.net/ark:/99152/p0wctqtmksk,relatedMatch
142,Uckermark,Basedow,,GK,3092,Brandenburg,© Denkmaldaten / BLDAM 2021,Basedow 2,nein,"Angabe übernommen von MIW 2021, Verortung vom BLDAM",LBK Siedl.,RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE,Uckermärkisches Hügelland,"13,8","53,34",© Denkmaldaten / BLDAM 2021,Q897952,,,Basedow 2,Basedow,Uckermark,Brandenburg,Deutschland,,LBK Siedl.,Lesefunde,,Ismail-Weber 2017,,,,,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,"die Koordinaten wurden von Kollegin übernommen, die die Daten vom BLDAM angefragt hatte","13,8","53,34",-5063,+/- 100 Jahre,-4763,+/-100 Jahre,Q816829,"low precision, as only stylistic dating",http://n2t.net/ark:/99152/p0wctqtmksk,relatedMatch
143,Uckermark,Prenzlau,,GK,3093,Brandenburg,© Denkmaldaten / BLDAM 2021,Prenzlau 98,nein,"Angabe übernommen von MIW 2021, Verortung vom BLDAM",LBK Siedl.,RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE,Uckermärkisches Hügelland,"13,87","53,3",© Denkmaldaten / BLDAM 2021,Q897952,,,Prenzlau 98,Prenzlau,Uckermark,Brandenburg,Deutschland,,LBK Siedl.,Lesefunde,,Ismail-Weber 2017,,,,,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,"die Koordinaten wurden von Kollegin übernommen, die die Daten vom BLDAM angefragt hatte","13,87","53,3",-5062,+/- 100 Jahre,-4762,+/-100 Jahre,Q816829,"low precision, as only stylistic dating",http://n2t.net/ark:/99152/p0wctqtmksk,relatedMatch
144,Uckermark,Bandelow,,SS,3094,Brandenburg,© Denkmaldaten / BLDAM 2021,Bandelow 4,nein,"Angabe übernommen von MIW 2021, Verortung vom BLDAM",LBK Siedl.,RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE,Uckermärkisches Hügelland,"13,86","53,43",© Denkmaldaten / BLDAM 2021,Q897952,,,Bandelow 4,Bandelow,Uckermark,Brandenburg,Deutschland,,LBK Siedl.,Ausgrabung,,Ismail-Weber 2017,,Siedlung,Q486972,,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,"die Koordinaten wurden von Kollegin übernommen, die die Daten vom BLDAM angefragt hatte","13,86","53,43",-5061,+/- 100 Jahre,-4761,+/-100 Jahre,Q816829,"low precision, as only stylistic dating",http://n2t.net/ark:/99152/p0wctqtmksk,relatedMatch
145,Uckermark,Biesenbrow,,SS,3095,Brandenburg,© Denkmaldaten / BLDAM 2021,Biesenbrow 32,nein,"Angabe übernommen von MIW 2021, Verortung vom BLDAM",LBK Siedl.,RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE,Uckermärkisches Hügelland,"14,03","53,13",© Denkmaldaten / BLDAM 2021,Q897952,,,Biesenbrow 32,Biesenbrow,Uckermark,Brandenburg,Deutschland,,LBK Siedl.,Ausgrabung,,Ismail-Weber 2017,,Siedlung,Q486972,,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,"die Koordinaten wurden von Kollegin übernommen, die die Daten vom BLDAM angefragt hatte","14,03","53,13",-5060,+/- 100 Jahre,-4760,+/-100 Jahre,Q816829,"low precision, as only stylistic dating",http://n2t.net/ark:/99152/p0wctqtmksk,relatedMatch
146,Uckermark,Bietikow,,SS,3096,Brandenburg,© Denkmaldaten / BLDAM 2021,Bietikow 15,nein,"Angabe übernommen von MIW 2021, Verortung vom BLDAM",LBK Siedl.,RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE,Uckermärkisches Hügelland,"13,96","53,28",© Denkmaldaten / BLDAM 2021,Q897952,,,Bietikow 15,Bietikow,Uckermark,Brandenburg,Deutschland,,LBK Siedl.,Ausgrabung,,Ismail-Weber 2017,,Siedlung,Q486972,,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,"die Koordinaten wurden von Kollegin übernommen, die die Daten vom BLDAM angefragt hatte","13,96","53,28",-5059,+/- 100 Jahre,-4759,+/-100 Jahre,Q816829,"low precision, as only stylistic dating",http://n2t.net/ark:/99152/p0wctqtmksk,relatedMatch
147,Uckermark,Blankenburg,,SS,3097,Brandenburg,© Denkmaldaten / BLDAM 2021,Blankenburg 47,nein,"Angabe übernommen von MIW 2021, Verortung vom BLDAM",LBK Siedl.,RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE,Uckermärkisches Hügelland,"13,92","53,22",© Denkmaldaten / BLDAM 2021,Q897952,,,Blankenburg 47,Blankenburg,Uckermark,Brandenburg,Deutschland,,LBK Siedl.,Ausgrabung,,Ismail-Weber 2017,,Siedlung,Q486972,,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,"die Koordinaten wurden von Kollegin übernommen, die die Daten vom BLDAM angefragt hatte","13,92","53,22",-5058,+/- 100 Jahre,-4758,+/-100 Jahre,Q816829,"low precision, as only stylistic dating",http://n2t.net/ark:/99152/p0wctqtmksk,relatedMatch
148,Uckermark,Blindow,,SS,3098,Brandenburg,© Denkmaldaten / BLDAM 2021,Blindow 3,nein,"Angabe übernommen von MIW 2021, Verortung vom BLDAM",LBK Siedl.,RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE,Uckermärkisches Hügelland,"13,88","53,36",© Denkmaldaten / BLDAM 2021,Q897952,,,Blindow 3,Blindow,Uckermark,Brandenburg,Deutschland,,LBK Siedl.,Ausgrabung,,Ismail-Weber 2017,,Siedlung,Q486972,,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,"die Koordinaten wurden von Kollegin übernommen, die die Daten vom BLDAM angefragt hatte","13,88","53,36",-5057,+/- 100 Jahre,-4757,+/-100 Jahre,Q816829,"low precision, as only stylistic dating",http://n2t.net/ark:/99152/p0wctqtmksk,relatedMatch
149,Uckermark,Bruchhagen,,SS,3099,Brandenburg,© Denkmaldaten / BLDAM 2021,Bruchhagen 6,nein,"Angabe übernommen von MIW 2021, Verortung vom BLDAM",LBK Siedl.,RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE,Uckermärkisches Hügelland,"13,97","53,07",© Denkmaldaten / BLDAM 2021,Q897952,,,Bruchhagen 6,Bruchhagen,Uckermark,Brandenburg,Deutschland,,LBK Siedl.,Ausgrabung,,Ismail-Weber 2017,,Siedlung,Q486972,,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,"die Koordinaten wurden von Kollegin übernommen, die die Daten vom BLDAM angefragt hatte","13,97","53,07",-5056,+/- 100 Jahre,-4756,+/-100 Jahre,Q816829,"low precision, as only stylistic dating",http://n2t.net/ark:/99152/p0wctqtmksk,relatedMatch
150,Uckermark,Bruessow,,SS,3100,Brandenburg,© Denkmaldaten / BLDAM 2021,Bruessow 74,nein,"Angabe übernommen von MIW 2021, Verortung vom BLDAM",LBK Siedl.,RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE,Uckermärkisches Hügelland,"14,09","53,39",© Denkmaldaten / BLDAM 2021,Q897952,,,Bruessow 74,Bruessow,Uckermark,Brandenburg,Deutschland,,LBK Siedl.,Ausgrabung,,Ismail-Weber 2017,,Siedlung,Q486972,,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,"die Koordinaten wurden von Kollegin übernommen, die die Daten vom BLDAM angefragt hatte","14,09","53,39",-5055,+/- 100 Jahre,-4755,+/-100 Jahre,Q816829,"low precision, as only stylistic dating",http://n2t.net/ark:/99152/p0wctqtmksk,relatedMatch
151,Uckermark,Cremzow,,SS,3101,Brandenburg,© Denkmaldaten / BLDAM 2021,Cremzow 19,nein,"Angabe übernommen von MIW 2021, Verortung vom BLDAM",LBK Siedl.,RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE,Uckermärkisches Hügelland,"14,03","53,36",© Denkmaldaten / BLDAM 2021,Q897952,,,Cremzow 19,Cremzow,Uckermark,Brandenburg,Deutschland,,LBK Siedl.,Ausgrabung,,Ismail-Weber 2017,,Siedlung,Q486972,,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,"die Koordinaten wurden von Kollegin übernommen, die die Daten vom BLDAM angefragt hatte","14,03","53,36",-5054,+/- 100 Jahre,-4754,+/-100 Jahre,Q816829,"low precision, as only stylistic dating",http://n2t.net/ark:/99152/p0wctqtmksk,relatedMatch
152,Uckermark,Cremzow,,SS,3102,Brandenburg,© Denkmaldaten / BLDAM 2021,Cremzow 23,nein,"Angabe übernommen von MIW 2021, Verortung vom BLDAM",LBK Siedl.,RÜCKLAND DER MECKLENBURGISCHEN SEENPLATTE,Uckermärkisches Hügelland,"14,02","53,36",© Denkmaldaten / BLDAM 2021,Q897952,,,Cremzow 23,Cremzow,Uckermark,Brandenburg,Deutschland,,LBK Siedl.,Ausgrabung,,Ismail-Weber 2017,,Siedlung,Q486972,,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,"die Koordinaten wurden von Kollegin übernommen, die die Daten vom BLDAM angefragt hatte","14,02","53,36",-5053,+/- 100 Jahre,-4753,+/-100 Jahre,Q816829,"low precision, as only stylistic dating",http://n2t.net/ark:/99152/p0wctqtmksk,relatedMatch
153,Uckermark,Dargersdorf,,SS,3103,Brandenburg,© Denkmaldaten / BLDAM 2021,Dargersdorf 8,nein,"Angabe übernommen von MIW 2021, Verortung vom BLDAM",LBK Siedl.,MECKLENBURGISCHE SEENPLATTE,Templiner PLatte,"13,55","53,06",© Denkmaldaten / BLDAM 2021,Q897952,,,Dargersdorf 8,Dargersdorf,Uckermark,Brandenburg,Deutschland,,LBK Siedl.,Ausgrabung,,Ismail-Weber 2017,,Siedlung,Q486972,,Übernahme aus externer Datenbank,Strukturen des Landesdenkmalamts,"die Koordinaten wurden von Kollegin übernommen, die die Daten vom BLDAM angefragt hatte","13,55","53,06",-5052,+/- 100 Jahre,-4752,+/-100 Jahre,Q816829,"low precision, as only stylistic dating",http://n2t.net/ark:/99152/p0wctqtmksk,relatedMatch
